INDEX,,,3. OUTBOUND TOURISM: Tourism expenditure in other countries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.,S.,C. & S.,Basic data and indicators,,,,,Units,Notes,Series,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,
562,3.4,562-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,26,59,50,39,35,32,33,29,39,42,42,42,48,98,84,95,57,132,81,129,140,111,120,141,145,98,128,..,
562,3.5,562-3.5,,,Travel,,,US$ Millions,,IMF,13,45,38,35,31,26,26,17,22,22,30,28,29,68,54,92,40,36,47,85,70,75,80,95,103,82,106,..,
562,3.6,562-3.6,,,Passenger transport,,,US$ Millions,,IMF,13,14,12,4,4,6,7,12,17,20,12,14,19,30,30,3,17,96,34,44,70,36,40,46,42,16,22,..,
566,0,566-0,NIGERIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,3.4,566-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,938,"1,318","1,840","1,589",640,610,858,910,"2,076",..,501,"3,536","6,665","11,007","6,236","8,348","9,533","9,240","9,152","9,204","9,017","4,524","8,194","13,218","16,406","6,613","5,846","6,885",
566,3.5,566-3.5,,,Travel,,,US$ Millions,,IMF,906,"1,304","1,816","1,567",620,591,831,881,"1,795",..,240,"3,279","5,590","9,777","5,012","5,566","6,598","6,141","5,864","5,811","5,605","1,079","5,797","9,569","13,509","5,548","4,434","4,042",
566,3.6,566-3.6,,,Passenger transport,,,US$ Millions,,IMF,32,14,24,22,20,19,27,29,281,..,261,257,"1,075","1,230","1,224","2,782","2,935","3,099","3,288","3,393","3,412","3,445","2,397","3,649","2,897","1,065","1,412","2,843",
570,0,570-0,NIUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,3.4,570-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
570,3.5,570-3.5,,,Travel,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
570,3.6,570-3.6,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
807,0,807-0,NORTH MACEDONIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807,3.4,807-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,..,30,33,39,42,58,60,60,71,85,97,110,147,190,150,131,159,153,168,186,189,204,233,282,302,153,233,333,
807,3.5,807-3.5,,,Travel,,,US$ Millions,,IMF,27,26,27,32,32,34,39,44,48,55,62,71,102,136,100,92,113,111,131,149,159,180,207,259,282,147,219,313,
807,3.6,807-3.6,,,Passenger transport,,,US$ Millions,,IMF,..,4,6,7,10,24,21,16,23,30,35,39,45,54,50,39,46,42,37,37,30,24,26,23,20,6,14,20,
580,0,580-0,NORTHERN MARIANA ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,3.4,580-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
580,3.5,580-3.5,,,Travel,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
580,3.6,580-3.6,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
578,0,578-0,NORWAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,3.4,578-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,"4,481","4,759","4,756","5,069","5,185","4,893","4,718","5,610","7,089","8,894","10,400","11,273","13,256","15,118","13,221","14,658","16,958","18,131","20,116","20,166","16,485","16,384","17,489","18,307","17,247","4,485","4,341","14,762",
578,3.5,578-3.5,,,Travel,,,US$ Millions,,IMF,"4,232","4,491","4,448","4,723","4,894","4,601","4,410","5,189","6,716","8,489","9,678","10,721","12,121","14,100","12,101","13,472","15,823","16,603","18,465","18,539","15,298","15,069","16,269","17,052","16,114","4,207","4,055","13,879",
578,3.6,578-3.6,,,Passenger transport,,,US$ Millions,,IMF,249,268,308,346,291,292,308,421,373,405,722,552,"1,135","1,018","1,120","1,186","1,135","1,528","1,651","1,627","1,187","1,315","1,220","1,255","1,133",278,286,883,
512,0,512-0,OMAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,3.4,512-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,..,..,..,542,583,629,703,702,804,823,863,894,952,"1,197","1,295","1,243","1,493","1,644","1,824","2,081","2,208","2,643","2,915","3,210","3,406",996,"1,083",..,
512,3.5,512-3.5,,,Travel,,,US$ Millions,,IMF,47,349,347,396,441,471,518,530,630,644,668,712,752,856,902,"1,001","1,168","1,282","1,426","1,655","1,769","2,138","2,335","2,542","2,635",796,924,..,
512,3.6,512-3.6,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,146,142,158,185,172,174,179,195,182,200,341,393,242,325,362,398,426,439,505,580,668,771,200,159,..,
586,0,586-0,PAKISTAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,3.4,586-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,654,"1,018",591,565,447,574,555,491,"1,163","1,612","1,753","2,029","2,075","2,163","1,098","1,370","1,857","1,851","1,638","2,209","2,642","2,931","3,316","2,959","2,998","1,213","1,391","2,305",
586,3.5,586-3.5,,,Travel,,,US$ Millions,,IMF,446,795,353,357,184,250,252,255,925,"1,268","1,280","1,545","1,593","1,518",685,925,"1,130","1,414","1,083","1,365","1,658","1,909","2,197","1,885","1,652",812,973,"1,531",
586,3.6,586-3.6,,,Passenger transport,,,US$ Millions,,IMF,208,223,238,208,263,324,303,236,238,344,473,484,482,645,413,445,727,437,555,844,984,"1,022","1,119","1,074","1,346",401,418,774,
585,0,585-0,PALAU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,3.4,585-3.4,,Tourism expenditure in other countries,,,,US$ Millions,1/ 2/,IMF,..,..,..,..,..,12,14,18,16,18,18,17,17,19,16,15,17,19,19,17,22,30,30,30,28,20,12,21,"1/ 1998-2004: country data.
2/ Fiscal years ending September 30."
585,3.5,585-3.5,,,Travel,,,US$ Millions,1/ 2/ ,IMF,..,..,..,2,2,6,7,9,7,9,8,8,8,8,6,6,8,10,10,9,13,24,24,24,22,16,11,17,
585,3.6,585-3.6,,,Passenger transport,,,US$ Millions,1/ 2/,IMF,..,..,..,..,..,5,7,10,9,9,10,9,9,11,10,9,9,9,8,8,9,7,7,6,5,4,1,4,
591,0,591-0,PANAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,3.4,591-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,181,210,243,245,259,241,227,252,267,294,388,403,457,560,503,575,679,591,"1,078","1,147","1,272","1,351","1,132","1,395","1,633",603,833,"1,141",
591,3.5,591-3.5,,,Travel,,,US$ Millions,,IMF,121,140,165,181,190,188,174,179,208,239,271,271,307,366,338,398,505,415,862,942,"1,055","1,144",921,"1,184","1,422",467,689,996,
591,3.6,591-3.6,,,Passenger transport,,,US$ Millions,,IMF,60,70,78,64,69,53,53,73,59,55,117,132,150,194,165,177,174,176,216,205,217,207,211,211,211,136,144,145,
598,0,598-0,PAPUA NEW GUINEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,3.4,598-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,52,72,87,86,123,125,132,138,185,203,216,168,135,127,169,134,141,91,112,..,
598,3.5,598-3.5,,,Travel,,,US$ Millions,,IMF,58,72,78,52,53,50,38,60,52,71,56,59,63,79,113,119,160,155,155,125,125,120,155,113,105,77,99,..,
598,3.6,598-3.6,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,0.1,0.7,31.2,27,60,46,19,19,25,48,61,43,10,7,14,21,36,14,13,..,
600,0,600-0,PARAGUAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,3.4,600-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,173,185,211,223,181,154,130,117,115,121,130,144,184,371,382,577,627,709,807,879,920,947,"1,012","1,030","1,030",264,269,764,
600,3.5,600-3.5,,,Travel,,,US$ Millions,,IMF,133,139,139,143,109,81,72,65,67,71,79,92,109,285,282,461,493,553,625,686,707,734,799,817,817,212,199,657,
600,3.6,600-3.6,,,Passenger transport,,,US$ Millions,,IMF,40,46,72,80,72,73,58,52,48,50,51,52,75,86,100,116,134,156,182,193,213,213,213,213,213,52,70,107,
604,0,604-0,PERU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,3.4,604-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,428,492,608,642,652,641,774,806,847,852,970,"1,048","1,243","1,432","1,404","1,648","1,768","1,900","2,105","2,118","2,539","2,700","2,893","3,353","3,627",938,"1,521","2,953",
604,3.5,604-3.5,,,Travel,,,US$ Millions,,IMF,297,350,434,453,443,423,546,606,641,643,752,799,968,"1,122","1,088","1,276","1,356","1,439","1,592","1,589","1,879","2,042","2,191","2,604","2,775",733,"1,149","2,345",
604,3.6,604-3.6,,,Passenger transport,,,US$ Millions,,IMF,131,142,174,189,209,218,228,200,206,209,218,249,275,310,316,372,412,461,513,529,660,658,702,749,853,205,372,608,
608,0,608-0,PHILIPPINES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,3.4,608-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,551,"1,287","1,969","2,022","1,737","1,841","1,918","1,874","1,649","1,526","3,286","3,075","3,351","4,285","4,056","5,964","6,055","7,140","8,400","11,130","11,868","11,681","12,442","12,474","12,926","4,336","3,452","5,489",
608,3.5,608-3.5,,,Travel,,,US$ Millions,,IMF,422,"1,266","1,935","1,950","1,605","1,642","1,711","1,626","1,413","1,275","3,018","2,754","3,030","3,789","3,671","5,487","5,616","6,548","7,833","10,598","11,343","11,135","11,850","11,863","12,038","4,088","3,262","4,918",
608,3.6,608-3.6,,,Passenger transport,,,US$ Millions,,IMF,129,21,34,72,132,199,207,248,236,251,268,321,321,496,385,477,439,592,567,532,525,546,592,611,888,248,190,571,
616,0,616-0,POLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,3.4,616-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,"5,865","6,357","5,855","4,524","3,810","3,417","3,595","3,440","3,286","5,086","5,887","7,645","8,339","10,683","7,883","8,888","8,672","8,911","8,916","9,177","8,285","8,509","9,540","10,492","10,219","5,652","6,088","8,226",1/ 1995-1999: country data.
616,3.5,616-3.5,,,Travel,,,US$ Millions,1/,IMF,"5,500","6,240","5,750","4,430","3,600","3,315","3,496","3,278","3,085","4,769","5,540","7,215","7,751","9,898","7,366","8,358","8,251","8,540","8,605","8,507","7,701","7,876","8,849","9,606","9,278","5,304","5,737","7,625",
616,3.6,616-3.6,,,Passenger transport,,,US$ Millions,,IMF,365,117,105,94,210,102,99,162,201,317,347,430,588,785,517,530,421,371,311,670,584,633,691,886,941,348,351,601,
620,0,620-0,PORTUGAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,3.4,620-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,"2,539","2,701","2,491","2,776","2,758","2,754","2,606","2,635","2,983","3,370","3,742","4,144","4,867","5,284","4,609","4,692","4,951","4,482","4,882","5,213","4,576","4,707","5,509","6,427","6,823","3,534","4,702","6,742",
620,3.5,620-3.5,,,Travel,,,US$ Millions,,IMF,"2,099","2,292","2,070","2,329","2,261","2,228","2,114","2,127","2,410","2,764","3,049","3,342","3,938","4,329","3,780","3,905","4,146","3,783","3,902","4,151","3,695","3,934","4,601","5,396","5,729","3,140","4,209","5,755",
620,3.6,620-3.6,,,Passenger transport,,,US$ Millions,,IMF,440,409,421,447,497,526,492,508,573,606,693,802,929,955,829,787,805,699,980,"1,062",881,773,908,"1,031","1,094",394,493,987,
630,0,630-0,PUERTO RICO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,3.4,630-3.4,,Tourism expenditure in other countries,,,,US$ Millions,1/,country,"1,155","1,137","1,235","1,242","1,172","1,333","1,456","1,319","1,420","1,584","1,663","1,752","1,743","1,761","1,388","1,182","1,202","1,162","1,142","1,094",983,"1,059","1,046",951,"1,094",983,931,"1,595","1/ The expenditure figures are those provided by the country to UNWTO, which do not appear in the International Monetary Fund data.
Data: Fiscal years (July-June)."
630,3.5,630-3.5,,,Travel,,,US$ Millions,1/,country,833,821,869,874,815,931,"1,004",928,985,"1,085","1,143","1,205","1,192","1,213",919,809,816,787,782,763,666,720,710,582,715,623,619,"1,099",
630,3.6,630-3.6,,,Passenger transport,,,US$ Millions,1/,country,322,316,366,368,357,402,452,391,435,499,520,547,551,548,469,373,386,375,360,331,317,339,336,369,379,360,312,496,
634,0,634-0,QATAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,3.4,634-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"7,813","10,702","11,729","12,871","11,641","13,152","12,284","11,754","12,528","11,504","15,675","18,165",1/ Source 1999-2006: Qatar Central Bank.
634,3.5,634-3.5,,,Travel,,,US$ Millions,1/,IMF,..,..,..,..,320,307,366,423,471,691,"1,759","3,751",..,..,..,..,"1,807","5,648","6,616","8,682","8,171","9,089","9,638","9,272","9,486","6,742","10,037","12,260",
634,3.6,634-3.6,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"6,006","5,054","5,113","4,189","3,470","4,063","2,646","2,482","3,042","4,762","5,638","5,905",
638,0,638-0,REUNION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,3.4,638-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
638,3.5,638-3.5,,,Travel,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
638,3.6,638-3.6,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
642,0,642-0,ROMANIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,3.4,642-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,749,716,699,504,428,447,475,448,572,672,"1,071","1,457","1,723","2,407","1,766","1,897","2,294","2,108","2,125","2,741","2,526","2,910","4,955","6,109","7,172","3,529","6,010","8,822",
642,3.5,642-3.5,,,Travel,,,US$ Millions,,IMF,697,665,681,458,402,425,449,396,479,539,923,"1,308","1,541","2,174","1,469","1,637","1,965","1,832","2,005","2,505","2,237","2,568","4,377","5,328","5,996","3,079","5,210","7,728",
642,3.6,642-3.6,,,Passenger transport,,,US$ Millions,,IMF,52,51,18,46,26,22,26,52,93,133,148,149,182,233,297,260,329,276,120,236,289,342,578,781,"1,176",450,800,"1,094",
643,0,643-0,RUSSIAN FEDERATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,3.4,643-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,..,..,..,..,..,..,"9,760","11,362","13,427","16,082","17,963","18,850","22,456","26,401","23,785","30,169","37,343","48,096","59,504","55,383","38,432","27,654","35,584","38,791","38,773","9,731","12,464","21,595",
643,3.5,643-3.5,,,Travel,,,US$ Millions,,IMF,"11,599","10,011","10,113","8,677","7,097","8,848","9,285","10,918","12,880","15,285","16,972","17,484","20,424","23,169","21,019","26,693","32,902","42,798","53,453","50,428","34,932","23,952","31,058","34,271","36,152","9,145","11,407","20,269",
643,3.6,643-3.6,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,..,475,444,547,797,991,"1,366","2,032","3,232","2,766","3,476","4,441","5,298","6,051","4,955","3,500","3,702","4,526","4,520","2,621",586,"1,057","1,326",
646,0,646-0,RWANDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,3.4,646-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,13,19,22,25,28,35,33,..,..,..,75,84,98,146,148,120,142,133,126,133,350,364,419,390,383,127,212,299,
646,3.5,646-3.5,,,Travel,,,US$ Millions,,IMF,10,13,13,16,18,22,20,24,26,31,37,41,47,70,72,77,89,79,79,84,308,321,371,345,336,104,189,272,
646,3.6,646-3.6,,,Passenger transport,,,US$ Millions,,IMF,3,6,9,9,10,13,13,..,..,..,38,43,51,76,76,43,53,54,47,49,42,43,48,45,47,23,23,27,
461,0,461-0,SABA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,3.4,461-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
461,3.5,461-3.5,,,Travel,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
461,3.6,461-3.6,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
659,0,659-0,SAINT KITTS AND NEVIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,3.4,659-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,51,52,51,56,56,67,21,10,50,
659,3.5,659-3.5,,,Travel,,,US$ Millions,,IMF,5,5,6,6,7,9,8,8,8,10,11,14,12,15,11,13,14,15,16,39,37,37,42,41,52,16,7,38,
659,3.6,659-3.6,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12,15,14,14,15,15,5,3,12,
662,0,662-0,SAINT LUCIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,3.4,662-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,66,76,78,84,87,92,27,40,53,
662,3.5,662-3.5,,,Travel,,,US$ Millions,,IMF,25,29,29,31,33,33,32,34,36,37,39,39,42,45,47,48,48,45,46,45,46,51,54,56,58,19,24,28,
662,3.6,662-3.6,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21,30,27,30,31,34,8,16,25,
670,0,670-0,SAINT VINCENT AND THE GRENADINES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,3.4,670-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,34,40,41,45,40,38,13,11,17,
670,3.5,670-3.5,,,Travel,,,US$ Millions,,IMF,7,8,7,8,9,10,12,10,13,14,15,16,20,18,14,15,13,14,14,21,23,23,24,25,24,11,6,7,
670,3.6,670-3.6,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13,17,18,21,15,14,2,5,10,
882,0,882-0,SAMOA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
882,3.4,882-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,7,9,12,11,4,..,..,..,..,12,20,21,20,22,20,25,22,22,14,4,3,2,4,4,5,1.8,1.1,5.8,
882,3.5,882-3.5,,,Travel,,,US$ Millions,,IMF,3,4,5,4,4,..,..,..,..,5,13,10,10,11,11,15,13,10,2,2,2,1,3,2,3,1.3,0.8,4.2,
882,3.6,882-3.6,,,Passenger transport,,,US$ Millions,,IMF,4,5,7,8,0,..,..,..,..,7,8,11,10,11,9,10,9,12,12,3,1,1,1,2,2,0.5,0.3,1.6,
674,0,674-0,SAN MARINO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,3.4,674-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,192,205,197,151,209,..,
674,3.5,674-3.5,,,Travel,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,174,186,178,138,188,..,
674,3.6,674-3.6,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18,19,19,13,21,..,
678,0,678-0,SAO TOME AND PRINCIPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,3.4,678-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,..,..,..,1.9,2.2,2.2,2.0,1.8,1.8,2.1,0.5,1.1,0.7,0.3,0.4,0.6,1.4,3.2,..,..,..,..,..,..,..,..,..,..,
678,3.5,678-3.5,,,Travel,,,US$ Millions,,IMF,..,..,..,0.6,0.6,0.6,0.6,0.5,0.5,0.6,0.1,0.2,0.1,0.01,0.01,0.1,0.4,2.4,1.3,16.7,16.6,15.4,17.2,16.7,18.2,9.5,13.6,17.0,
678,3.6,678-3.6,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,1.3,1.6,1.6,1.4,1.3,1.3,1.5,0.4,0.9,0.6,0.3,0.4,0.5,1.0,0.8,..,..,..,..,..,..,..,..,..,..,
682,0,682-0,SAUDI ARABIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,3.4,682-3.4,,Tourism expenditure in other countries,,,,US$ Millions,1/ 2/,IMF,..,..,..,..,..,..,..,"7,370","4,165",..,..,..,"21,031","16,005","21,312","22,076","18,202","17,986","18,648","25,137","20,366","17,671","19,065","17,939","16,415","9,379","13,130","18,662","1/ 2002, 2003: the expenditure figures are those provided by the country to UNWTO, which do not appear in the International Monetary Fund data.
2/ The country provides UNWTO with aggregate expenditure figures that differ significantly from the International Monetary Fund data used in the preparation of this edition of the Compendium. The country figures (Ministry of Tourism estimates) are as follows (US$ Mn):
                 2017        2018          2019       2020        2021        2022

3.4        24,057      20,947     21,046      6,963      15,738     14,224
3.5        20,775      18,088     18,154      5,858      13,745     12,484
3.6          3,283         2,858	      2,892     1,104         1,992       1,740

3.7        20,775      18,088      18,154	     4,839      13,745     12,484
3.8        20,132      17,511      17,762	     4,766      13,305     11,723
3.9             642            577            393           73            440          762"
682,3.5,682-3.5,,,Travel,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,"4,428","9,087","12,979","20,170","15,129","20,419","21,135","17,271","17,023","17,660","24,118","19,346","16,658","17,552","16,651","15,140","8,843","12,176","15,914",
682,3.6,682-3.6,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,861,876,893,941,931,963,988,"1,019","1,020","1,013","1,513","1,288","1,275",536,954,"2,748",
686,0,686-0,SENEGAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,3.4,686-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,154,127,128,135,136,125,112,112,129,138,144,139,352,277,260,217,250,248,265,280,261,277,295,324,324,65,263,..,
686,3.5,686-3.5,,,Travel,,,US$ Millions,,IMF,72,53,53,54,54,47,43,43,55,57,65,54,253,176,157,160,151,144,150,148,133,147,154,171,174,50,142,..,
686,3.6,686-3.6,,,Passenger transport,,,US$ Millions,,IMF,82,74,75,81,82,78,69,69,74,81,79,85,99,101,103,57,99,104,115,132,128,130,141,153,150,15,121,..,
688,0,688-0,SERBIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,3.4,688-3.4,,Tourism expenditure in other countries,,,,US$ Millions,1/,IMF,..,..,..,..,..,..,..,105,144,208,260,322,"1,203","1,448","1,105","1,103","1,263","1,188","1,290","1,360","1,254","1,351","1,549","1,837","2,000","1,179","1,718","2,629",1/ 2002-2006: the expenditure figures are those provided by the country to UNWTO.
688,3.5,688-3.5,,,Travel,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,"1,042","1,251",960,954,"1,105","1,031","1,117","1,179","1,102","1,202","1,381","1,643","1,806","1,115","1,617","2,459",
688,3.6,688-3.6,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,161,197,145,149,158,157,173,181,152,149,168,194,194,64,101,170,
891,0,891-0,SERBIA AND MONTENEGRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891,3.4,891-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
891,3.5,891-3.5,,,Travel,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
891,3.6,891-3.6,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
690,0,690-0,SEYCHELLES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,3.4,690-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,34,31,31,29,28,44,41,53,54,53,59,56,73,64,56,63,65,58,62,65,54,92,107,101,109,39,58,70,
690,3.5,690-3.5,,,Travel,,,US$ Millions,,IMF,28,28,28,26,21,24,23,33,36,34,39,36,43,39,35,38,40,35,37,37,30,53,65,68,67,26,32,53,
690,3.6,690-3.6,,,Passenger transport,,,US$ Millions,,IMF,6,3,3,3,7,20,18,20,18,19,20,20,30,25,21,25,25,23,25,28,24,39,42,33,42,13,26,17,
694,0,694-0,SIERRA LEONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,3.4,694-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,51,37,18,13,44,35,42,39,38,30,34,15,17,24,26,22,26,32,71,45,34,37,62,61,83,12,13,..,
694,3.5,694-3.5,,,Travel,,,US$ Millions,,IMF,50,36,18,13,44,32,42,39,37,30,32,12,14,24,13,13,14,15,20,40,29,30,54,54,77,12,12,..,
694,3.6,694-3.6,,,Passenger transport,,,US$ Millions,,IMF,0.5,0.5,0.1,0.2,0.2,2.5,0.2,0.1,0.8,0.3,1.6,3.0,3.0,0.4,13,9,12,17,51,5,5,7,8,7,6,0.1,0.5,..,
702,0,702-0,SINGAPORE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,3.4,702-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
