INDEX,,,3. OUTBOUND TOURISM: Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.,S.,C. & S.,Basic data and indicators,,,,,Units,Notes,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,
854,3.2,854-3.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
854,3.3,854-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
108,0,108-0,BURUNDI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,3.1,108-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
108,3.2,108-3.2,,,,Overnights visitors (tourists),,Thousands,,36,35,10,16,27,28,35,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
108,3.3,108-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
132,0,132-0,CABO VERDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,3.1,132-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
132,3.2,132-3.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
132,3.3,132-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
116,0,116-0,CAMBODIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,3.1,116-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
116,3.2,116-3.2,,,,Overnights visitors (tourists),,Thousands,,31,38,45,41,49,41,37,45,60,239,568,787,996,786,340,505,710,792,872,956,"1,194","1,434","1,752","1,995","2,038",326,31,970,
116,3.3,116-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
120,0,120-0,CAMEROON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,3.1,120-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
120,3.2,120-3.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
120,3.3,120-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
124,0,124-0,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,1/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Source: Frontier Counts.
124,3.1,124-3.1,,,Total departures,,,Thousands,,"55,697","56,371","54,925","46,985","46,448","47,182","43,201","39,239","39,225","41,786","44,031","46,912","50,045","51,737","47,484","55,639","61,911","65,179","65,798","63,737","55,971","52,979","54,632","56,340","56,157","14,605","7,906","31,936",
124,3.2,124-3.2,,,,Overnights visitors (tourists),,Thousands,,"18,206","18,973","19,111","17,648","18,366","19,183","18,359","17,705","17,739","19,596","21,099","22,731","25,163","27,034","26,203","28,893","30,445","32,267","32,996","33,526","32,265","31,278","32,730","33,440","33,064","8,971","4,954","21,400",
124,3.3,124-3.3,,,,Same-day visitors (excursionists),,Thousands,,"37,491","37,398","35,815","29,337","28,082","27,999","24,842","21,535","21,485","22,191","22,932","24,181","24,881","24,703","21,281","26,746","31,465","32,911","32,801","30,211","23,705","21,702","21,901","22,900","23,094","5,634","2,951","10,536",
136,0,136-0,CAYMAN ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,3.1,136-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
136,3.2,136-3.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
136,3.3,136-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
140,0,140-0,CENTRAL AFRICAN REPUBLIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,3.1,140-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
140,3.2,140-3.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,5,6,7,8,11,..,..,..,38,..,..,..,..,..,..,..,..,..,..,..,..,
140,3.3,140-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
148,0,148-0,CHAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,3.1,148-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,58,66,39,76,79,..,..,..,56,52,..,..,6,14,..,
148,3.2,148-3.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,27,40,23,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
148,3.3,148-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
152,0,152-0,CHILE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,1/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ In 2017, a ""base year"" was carried out that allowed updating the behavior patterns of the land passes. From 2012 to 2015 they were estimated. From the year 2019 the Outbound Tourism figures expand according to “Departures of residents in Chile for tourist purposes”. Before this methodological change, the expansion was carried out according to “Arrivals at destination of residents in Chile”."
152,3.1,152-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,"1,528","1,340","1,444","1,509","1,727","2,031","2,264","2,451","2,317","2,359","2,737","3,220","3,448","3,674","3,842","4,103","4,269","4,367","4,605","4,091","1,162",519,"2,366",
152,3.2,152-3.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,"1,319","1,180","1,293","1,341","1,504","1,725","1,887","2,047","1,900","1,909","2,219","2,638","2,837","2,999","3,169","3,359","3,553","3,620","3,825","3,346",963,514,"2,155",
152,3.3,152-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,209,160,152,169,222,305,376,403,418,450,519,582,611,675,673,744,716,747,780,745,198,6,212,
156,0,156-0,CHINA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Including air crew members and other servicemen.
156,3.1,156-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
156,3.2,156-3.2,,,,Overnights visitors (tourists),,Thousands,1/,"4,520","5,061","5,324","8,426","9,232","10,473","12,133","16,602","20,222","28,853","31,026","34,524","40,954","45,844","47,656","57,386","70,250","83,182","98,185","116,593","127,860","135,130","143,035","149,720","154,632","20,334",..,..,
156,3.3,156-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
170,0,170-0,COLOMBIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,3.1,170-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
170,3.2,170-3.2,,,,Overnights visitors (tourists),,Thousands,,"1,057",929,"1,071","1,093","1,098","1,235","1,381","1,277","1,177","1,405","1,553",..,"2,028","2,042","2,122","2,342","2,522","3,169","3,605","3,911","3,862","3,795","4,017","4,368","4,479","1,275","3,004","4,931",
170,3.3,170-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
174,0,174-0,COMOROS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,3.1,174-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
174,3.2,174-3.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
174,3.3,174-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
178,0,178-0,CONGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,3.1,178-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,161,180,..,..,..,..,..,..,..,..,..,
178,3.2,178-3.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
178,3.3,178-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
180,0,180-0,"CONGO, DEMOCRATIC REPUBLIC OF THE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,3.1,180-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
180,3.2,180-3.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,50,50,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,356,424,..,..,..,..,..,..,
180,3.3,180-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
184,0,184-0,COOK ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,3.1,184-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
184,3.2,184-3.2,,,,Overnights visitors (tourists),,Thousands,,6,7,8,8,8,9,9,9,10,12,13,13,13,13,12,12,13,12,12,12,13,14,13,14,14,4,5,9,
184,3.3,184-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
188,0,188-0,COSTA RICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,3.1,188-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
188,3.2,188-3.2,,,,Overnights visitors (tourists),,Thousands,,273,283,288,330,353,381,361,364,373,425,487,485,577,528,579,662,717,773,790,798,919,"1,036","1,150","1,079","1,153",324,588,934,
188,3.3,188-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
384,0,384-0,COTE D´IVOIRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,3.1,384-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,731,
384,3.2,384-3.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
384,3.3,384-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
191,0,191-0,CROATIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,1/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ Source: CBS, Survey on Tourist Activity of Population of Republic of Croatia."
191,3.1,191-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,"4,393","4,823",..,"5,526","5,159","5,444","4,638","4,355","2,581","2,597","2,980","3,500",678,907,"2,004",
191,3.2,191-3.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,"2,357","2,497","1,873","2,880","2,680","2,927","2,763","2,578","1,615","1,923","2,058","2,255",493,639,"1,351",
191,3.3,191-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,"2,036","2,326",..,"2,646","2,479","2,517","1,875","1,777",967,674,922,"1,245",185,268,653,
192,0,192-0,CUBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ Including only tours authorized by the ""Instituto de Turismo""."
192,3.1,192-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
192,3.2,192-3.2,,,,Overnights visitors (tourists),,Thousands,1/,72,72,83,94,97,139,121,111,113,124,162,199,194,202,206,251,253,213,286,355,580,385,459,552,650,271,244,732,
192,3.3,192-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
535,0,535-0,CURAÇAO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,3.1,535-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
535,3.2,535-3.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
535,3.3,535-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
196,0,196-0,CYPRUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ Source: Passenger Survey, conducted by the Statistical Service of Cyprus."
196,3.1,196-3.1,,,Total departures,,,Thousands,1/,360,365,422,484,540,588,684,744,737,859,914,932,"1,081","1,210","1,172","1,246","1,209","1,194","1,115","1,209","1,119","1,268","1,407","1,446","1,578",482,514,..,
196,3.2,196-3.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
196,3.3,196-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
203,0,203-0,CZECH REPUBLIC (CZECHIA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,1/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Source: Domestic and Outbound Tourism Survey and TSA. Long trips + short trips.
203,3.1,203-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,"11,508","12,713","12,336","11,891",..,..,..,..,..,..,..,..,..,..,..,..,
203,3.2,203-3.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,"7,213","6,643","6,963","6,393","9,048","9,665","8,904","8,673","5,279","5,419","5,781","5,651","5,856","6,027","6,775","7,390","7,346","2,399","1,161","5,254",
203,3.3,203-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,"2,460","3,048","3,432","3,218",..,..,..,..,..,..,..,..,..,..,..,..,
208,0,208-0,DENMARK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ 2017: break in the series. New questionnaire from August 2017. the data are not comparable with those of previous years. 2019: break in the series. New questionnaire.
208,3.1,208-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
208,3.2,208-3.2,,,,Overnights visitors (tourists),,Thousands,1/,..,"5,035","4,693","4,788","4,744","5,011","4,946","4,935","5,564","4,630","5,469","6,129","6,564","6,347","7,037","7,726","7,846","7,843","6,977","8,528","8,991","9,651","8,087","7,475","9,088","4,230","3,182","6,043",
208,3.3,208-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
262,0,262-0,DJIBOUTI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,3.1,262-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
262,3.2,262-3.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
262,3.3,262-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
212,0,212-0,DOMINICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,3.1,212-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
212,3.2,212-3.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
212,3.3,212-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
214,0,214-0,DOMINICAN REPUBLIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,3.1,214-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
214,3.2,214-3.2,,,,Overnights visitors (tourists),,Thousands,,168,358,355,354,363,360,331,332,321,368,419,420,443,413,415,401,408,418,392,427,478,500,522,514,532,210,556,780,
214,3.3,214-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
218,0,218-0,ECUADOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,3.1,218-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
218,3.2,218-3.2,,,,Overnights visitors (tourists),,Thousands,,271,275,321,330,386,520,562,627,613,603,664,733,801,815,814,899,"1,022","1,022","1,138","1,096","1,221","1,366","1,347","1,402","1,515",508,868,"1,338",
218,3.3,218-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
818,0,818-0,EGYPT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818,3.1,818-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"4,716","4,618","4,863","5,678","5,782","6,180",..,..,..,..,..,..,..,..,
818,3.2,818-3.2,,,,Overnights visitors (tourists),,Thousands,,"2,683","2,812","2,722","2,854","2,886","2,964","3,074","3,330","3,644","5,210","5,307","4,531",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
818,3.3,818-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
222,0,222-0,EL SALVADOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,3.1,222-3.1,,,Total departures,,,Thousands,,348,492,627,868,787,923,933,"1,001",940,"1,079","1,239","1,242","1,012",..,"1,345","1,421","1,469","1,462","1,515","1,515","1,618","1,804","1,871","1,788","1,899",515,"1,093","1,862",
222,3.2,222-3.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,999,"1,160","1,163","1,166","1,163","1,250","1,411","1,394","1,260","1,331",384,801,"1,270",
222,3.3,222-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,423,309,299,348,352,367,393,477,528,568,131,292,593,
226,0,226-0,EQUATORIAL GUINEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,3.1,226-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
226,3.2,226-3.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
226,3.3,226-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
232,0,232-0,ERITREA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,3.1,232-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
232,3.2,232-3.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
232,3.3,232-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
233,0,233-0,ESTONIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ Source: household survey by ""Statistics Estonia""."
233,3.1,233-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
233,3.2,233-3.2,,,,Overnights visitors (tourists),,Thousands,1/,"1,764","1,547","1,616","1,659","1,780","1,800","1,658","1,849","2,075",..,..,438,677,692,752,955,"1,054","1,147","1,166","1,426","1,250","1,339","1,279","2,069","1,702",558,575,"1,090",
233,3.3,233-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
748,0,748-0,ESWATINI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
748,3.1,748-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
748,3.2,748-3.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,"1,082","1,072","1,130","1,177","1,245","1,141","1,264","1,403","1,573","1,657","1,713","1,789","1,751","1,717","1,721",488,295,711,
748,3.3,748-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
230,0,230-0,ETHIOPIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,3.1,230-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
230,3.2,230-3.2,,,,Overnights visitors (tourists),,Thousands,,120,133,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
230,3.3,230-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
242,0,242-0,FIJI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
