INDEX,,,2. DOMESTIC TOURISM: Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.,S.,C. & S.,Basic data and indicators,,,,,Units,Notes,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,2.19,203-2.19,,,,Guests,,Thousands,,..,..,..,..,..,"6,091","5,878","5,672","6,271","6,158","6,026","6,289","6,281","6,186","5,954","5,878","6,184","7,452","7,556","7,491","8,489","9,067","9,840","10,636","11,108","8,052","8,814","12,081",
203,2.20,203-2.20,,,,Overnights,,Thousands,,"13,906","23,100","26,417","27,836","26,224","28,603","21,867","21,541","22,833","21,800","20,725","21,357","20,221","19,296","18,915","18,543","18,810","21,484","21,163","20,837","23,807","25,429","26,962","28,754","29,844","23,994","25,377","32,460",
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,2.21,203-2.21,,,,Guests,,Thousands,,..,..,..,..,"3,160","3,398","3,293","3,438","3,462","3,346","3,388","3,595","3,795","3,954","3,726","3,816","4,102","5,048","5,046","5,053","5,736","6,298","6,924","7,455","7,768","5,368","6,324","9,126",
203,2.22,203-2.22,,,,Overnights,,Thousands,,..,"9,908","10,737","9,919","10,608","12,655","9,071","10,476","9,779","9,051","8,601","8,854","9,206","9,686","9,328","9,478","9,853","11,910","11,825","11,716","13,290","14,624","15,897","16,974","17,552","13,931","15,935","21,531",
208,0,208-0,DENMARK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ 2017 break in the series: shared economy platforms are included. Including non-commercial tourism.
2/ Hotels only."
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,2.19,208-2.19,,,,Guests,,Thousands,1/,..,"3,073","3,118","3,183","3,275","4,383","4,142","4,636","4,693","4,825","11,358","10,941","16,395","16,489","14,531","14,673","11,685","11,743","11,783","14,620","14,954","15,208","16,333","16,619","19,089","17,919","20,002","20,694",
208,2.20,208-2.20,,,,Overnights,,Thousands,1/,"14,835","14,878","15,108","14,883","15,246","19,602","20,103","20,953","21,678","21,914","38,394","39,962","62,253","62,610","61,559","61,465","62,120","62,139","62,305","63,727","64,664","65,250","66,222","67,017","76,345","80,661","86,948","82,396",
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,2.21,208-2.21,,,,Guests,,Thousands,2/,..,"1,500","1,489","1,550","1,577","2,101","2,096","2,172","2,112","2,805","3,348","3,799","4,186","4,082","3,706","3,928","1,666","1,713","1,767","3,631","3,917","4,089","4,487","4,616","6,275","4,239","5,544","7,134",
208,2.22,208-2.22,,,,Overnights,,Thousands,2/,"6,292","4,200","4,171","4,339","4,417","5,082","5,072","5,250","5,104","5,404","5,806","6,352","6,999","6,825","6,198","6,576","7,048","7,242","7,454","7,844","8,465","8,833","9,225","9,491","10,228","7,379","9,635","12,257",
262,0,262-0,DJIBOUTI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,2.19,262-2.19,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
262,2.20,262-2.20,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,2.21,262-2.21,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
262,2.22,262-2.22,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
212,0,212-0,DOMINICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,2.19,212-2.19,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
212,2.20,212-2.20,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,2.21,212-2.21,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
212,2.22,212-2.22,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
214,0,214-0,DOMINICAN REPUBLIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,2.19,214-2.19,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
214,2.20,214-2.20,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,2.21,214-2.21,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
214,2.22,214-2.22,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
218,0,218-0,ECUADOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,2.19,218-2.19,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"7,229","7,389","7,906","7,652","7,982","8,553","8,685","8,815","8,945","9,073","2,909","5,971","9,755",
218,2.20,218-2.20,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"20,858","21,586","22,955","22,216","23,223","23,914","24,281","24,645","25,007","25,367","8,145","16,719","27,275",
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,2.21,218-2.21,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1,455","1,718","1,708","1,652","1,768","1,840","1,868","1,896","1,924","1,952",582,"1,194","2,099",
218,2.22,218-2.22,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"3,214","4,133","4,468","4,322","4,625","4,770","4,843","4,916","4,988","5,060","1,513","3,095","5,441",
818,0,818-0,EGYPT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818,2.19,818-2.19,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
818,2.20,818-2.20,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818,2.21,818-2.21,,,,Guests,,Thousands,,..,..,..,..,..,"1,030","1,140","1,397","2,212",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
818,2.22,818-2.22,,,,Overnights,,Thousands,,..,..,"3,592","3,425","3,768","4,050","4,331","4,791","4,782",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
222,0,222-0,EL SALVADOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,2.19,222-2.19,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
222,2.20,222-2.20,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,2.21,222-2.21,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
222,2.22,222-2.22,,,,Overnights,,Thousands,,31,38,47,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
226,0,226-0,EQUATORIAL GUINEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,2.19,226-2.19,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
226,2.20,226-2.20,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,2.21,226-2.21,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
226,2.22,226-2.22,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
232,0,232-0,ERITREA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Hotels and similar establishments in twelve major towns.
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,2.19,232-2.19,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
232,2.20,232-2.20,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,2.21,232-2.21,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
232,2.22,232-2.22,,,,Overnights,,Thousands,1/,..,..,..,..,..,..,..,..,..,..,669,672,"1,012",853,"1,122","1,180","1,463","1,433","1,448","1,441","1,445","1,443",..,..,..,..,..,..,
233,0,233-0,ESTONIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,2.19,233-2.19,,,,Guests,,Thousands,,..,185,205,277,268,293,319,398,416,548,619,832,963,944,767,838,918,966,"1,041","1,104","1,183","1,268","1,389","1,451","1,537","1,296","1,576","1,786",
233,2.20,233-2.20,,,,Overnights,,Thousands,,..,..,..,..,606,613,626,698,817,"1,011","1,129","1,523","1,759","1,670","1,382","1,497","1,651","1,721","1,825","1,890","2,012","2,214","2,359","2,456","2,591","2,270","2,716","3,032",
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,2.21,233-2.21,,,,Guests,,Thousands,,..,..,..,..,..,..,306,250,306,385,428,571,676,658,560,612,668,705,756,818,880,950,"1,033","1,083","1,138",993,"1,191","1,367",
233,2.22,233-2.22,,,,Overnights,,Thousands,,325,292,333,413,..,..,489,450,558,691,751,989,"1,175","1,120",944,"1,025","1,117","1,151","1,220","1,290","1,379","1,495","1,613","1,693","1,778","1,604","1,923","2,153",
748,0,748-0,ESWATINI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
748,2.19,748-2.19,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
748,2.20,748-2.20,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
748,2.21,748-2.21,,,,Guests,,Thousands,,..,22,26,22,23,24,50,76,136,..,39,54,86,93,121,104,95,102,108,110,115,139,114,118,128,89,106,130,
748,2.22,748-2.22,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
230,0,230-0,ETHIOPIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,2.19,230-2.19,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
230,2.20,230-2.20,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,2.21,230-2.21,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
230,2.22,230-2.22,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
242,0,242-0,FIJI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,2.19,242-2.19,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
242,2.20,242-2.20,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,2.21,242-2.21,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
242,2.22,242-2.22,,,,Overnights,,Thousands,,286,299,301,321,347,330,319,392,412,453,479,499,554,579,582,665,650,649,712,760,764,790,803,866,889,525,521,765,
246,0,246-0,FINLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,1/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Accommodation survey.
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,2.19,246-2.19,,,,Guests,,Thousands,,"5,801","5,803","6,091","6,253","6,356","6,460","6,491","6,388","6,446","6,824","7,009","7,318","7,627","7,746","7,545","7,886","8,104","8,109","8,044","7,929","8,113","8,319","8,614","8,743","9,136","6,447","8,168","9,406",
246,2.20,246-2.20,,,,Overnights,,Thousands,,"10,631","10,729","11,280","11,627","11,804","11,976","12,029","11,703","11,751","12,243","12,760","13,165","13,708","13,963","13,677","14,243","14,480","14,515","14,381","14,075","14,228","14,572","15,171","15,392","16,040","12,032","15,403","16,996",
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,2.21,246-2.21,,,,Guests,,Thousands,,"4,623","4,793","5,002","5,202","5,285","5,415","5,442","5,327","5,415","5,736","5,948","6,203","6,520","6,671","6,429","6,753","6,945","6,967","6,857","6,743","6,960","7,120","7,394","7,490","7,854","5,140","6,638","8,107",
246,2.22,246-2.22,,,,Overnights,,Thousands,,"8,464","8,755","9,115","9,494","9,600","9,786","9,882","9,552","9,671","10,032","10,388","10,676","11,182","11,339","10,930","11,440","11,655","11,718","11,455","11,171","11,464","11,656","12,053","12,224","12,816","8,852","11,575","13,629",
250,0,250-0,FRANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ Source: INSEE, DGE, regional partners. Hotel occupancy surveys (EFH), campgrounds (EFHPA) and, from 2011, other collective accommodation (EFAHCT) - holiday residences and serviced apartments, holiday villages and youth hostels -; individual commercial accommodation (furnished and hotel rooms) excluded.
2/ Source: INSEE, DGE, regional partners. Hotel occupancy survey (EFH); stays for all purposes."
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,2.19,250-2.19,,,,Guests,,Thousands,1/,"62,904",..,..,"64,249","65,509","72,189","76,034","74,878","76,666","79,567","83,357","84,926","86,588","87,134","88,158","88,977","107,196","106,539","106,571","109,079","111,732","113,668","117,731","118,718","121,560","76,364","97,081","121,540",
250,2.20,250-2.20,,,,Overnights,,Thousands,1/,"155,126",..,..,"154,408","158,849","171,286","179,039","176,299","179,352","178,840","187,642","191,616","193,396","194,049","195,984","198,893","277,802","275,405","272,370","275,954","281,637","283,421","297,280","299,404","306,620","212,751","267,866","319,947",
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,2.21,250-2.21,,,,Guests,,Thousands,2/,"51,873",..,..,"54,022","62,128","64,913","66,111","65,253","66,365","69,705","72,587","72,230","74,892","75,144","74,904","75,834","78,793","77,835","77,580","78,258","78,668","80,514","82,619","81,916","84,379","62,010","78,458","82,428",
250,2.22,250-2.22,,,,Overnights,,Thousands,2/,"90,349","90,761","94,060","96,696","108,774","114,059","115,576","114,454","115,536","118,134","122,222","123,105","126,536","126,550","124,769","127,121","131,859","129,951","128,275","129,415","129,216","132,191","135,570","134,674","138,214","139,515","174,647","142,505",
254,0,254-0,FRENCH GUIANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,2.19,254-2.19,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
254,2.20,254-2.20,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,2.21,254-2.21,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
254,2.22,254-2.22,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
258,0,258-0,FRENCH POLYNESIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,2.19,258-2.19,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
258,2.20,258-2.20,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,2.21,258-2.21,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
258,2.22,258-2.22,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
266,0,266-0,GABON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,2.19,266-2.19,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
266,2.20,266-2.20,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,2.21,266-2.21,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
266,2.22,266-2.22,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
270,0,270-0,GAMBIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,2.19,270-2.19,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
270,2.20,270-2.20,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,2.21,270-2.21,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
270,2.22,270-2.22,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
268,0,268-0,GEORGIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Including private accommodation.
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,2.19,268-2.19,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"5,187","5,051",..,..,..,..,..,..,..,
268,2.20,268-2.20,,,,Overnights,,Thousands,1/,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"26,512","26,935","28,746","23,971","24,874","28,125","27,282","35,545","30,623",
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,2.21,268-2.21,,,,Guests,,Thousands,,..,..,..,..,..,43,43,41,44,56,89,134,179,163,199,290,415,560,482,525,685,870,"1,026","1,051","1,146",934,"1,726","1,947",
268,2.22,268-2.22,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"3,187","2,342","3,136","1,473","2,031","1,867","1,697","2,463","2,706",
280,0,280-0,GERMANY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,2.19,280-2.19,,,,Guests,,Thousands,,"79,125","80,330","82,181","85,005","90,096","94,730","95,046","93,089","94,185","96,274","99,074","101,667","105,443","108,075","108,618","113,139","118,962","122,328","123,646","127,791","131,817","136,009","140,780","146,198","151,381","85,696","85,146","134,578",
280,2.20,280-2.20,,,,Overnights,,Thousands,,"288,283","285,806","271,967","277,212","290,706","304,751","307,143","298,041","296,842","293,395","295,735","298,277","307,060","313,043","313,914","320,024","330,290","338,432","339,860","348,484","356,560","366,390","375,578","390,312","405,693","270,295","279,231","382,619",
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,2.21,280-2.21,,,,Guests,,Thousands,,"58,779","60,216","61,797","64,186","68,025","72,368","72,387","70,023","70,316","72,857","75,363","78,037","80,988","82,654","82,847","87,304","92,473","95,238","96,475","99,760","103,021","106,445","110,444","113,803","117,726","63,491","63,256","102,693",
280,2.22,280-2.22,,,,Overnights,,Thousands,,"149,628","149,396","149,640","152,686","159,890","170,947","171,674","164,383","163,554","165,655","168,843","172,428","177,586","180,259","180,122","186,661","196,112","201,844","203,794","209,484","215,061","221,889","228,412","234,560","243,474","147,130","151,181","224,751",
288,0,288-0,GHANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,2.19,288-2.19,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
288,2.20,288-2.20,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,2.21,288-2.21,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
288,2.22,288-2.22,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
300,0,300-0,GREECE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ NACE Rev. 2 - 55.1, 55.2 and 55.3."
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
