INDEX,,,2. DOMESTIC TOURISM: Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.,S.,C. & S.,Basic data and indicators,,,,,Units,Notes,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,2.21,428-2.21,,,,Guests,,Thousands,1/,..,..,..,..,198,204,210,225,257,287,354,418,541,483,302,356,427,..,474,545,493,515,545,614,617,493,566,688,
428,2.22,428-2.22,,,,Overnights,,Thousands,1/,600,544,580,551,583,669,638,674,669,717,796,855,979,941,599,674,757,..,803,947,821,872,920,"1,019","1,036",878,978,"1,150",
422,0,422-0,LEBANON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,2.19,422-2.19,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
422,2.20,422-2.20,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,2.21,422-2.21,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
422,2.22,422-2.22,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
426,0,426-0,LESOTHO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,2.19,426-2.19,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
426,2.20,426-2.20,,,,Overnights,,Thousands,,..,45,51,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,2.21,426-2.21,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
426,2.22,426-2.22,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
430,0,430-0,LIBERIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,2.19,430-2.19,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
430,2.20,430-2.20,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,2.21,430-2.21,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
430,2.22,430-2.22,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
434,0,434-0,LIBYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,2.19,434-2.19,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
434,2.20,434-2.20,,,,Overnights,,Thousands,,..,978,950,960,969,971,970,972,968,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,2.21,434-2.21,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
434,2.22,434-2.22,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
438,0,438-0,LIECHTENSTEIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Excluding long term tourists on campgrounds and in holiday flats.
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,2.19,438-2.19,,,,Guests,,Thousands,1/,..,..,..,..,..,..,..,..,..,..,..,..,4.8,5.0,5.9,5.4,5.9,2.2,1.1,1.1,1.0,1.7,1.7,1.8,1.8,1.3,2.6,1.7,
438,2.20,438-2.20,,,,Overnights,,Thousands,1/,..,..,..,..,..,..,..,..,..,..,..,..,15.6,15.9,17.9,16.5,18.2,4.8,2.8,2.1,2.0,3.1,3.7,3.4,3.5,3.3,6.1,3.7,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,2.21,438-2.21,,,,Guests,,Thousands,,..,..,..,..,1.0,1.3,1.3,1.0,1.2,1.6,1.3,1.3,1.3,1.8,2.1,2.0,2.5,1.6,0.7,0.4,0.5,1.0,1.1,1.0,1.0,1.1,2.0,1.3,
438,2.22,438-2.22,,,,Overnights,,Thousands,,1.0,1.0,3.0,3.0,2.0,2.8,2.8,2.5,2.6,3.1,2.9,2.7,2.5,3.4,3.8,3.6,4.9,3.5,1.7,1.0,1.1,1.8,2.1,2.0,2.0,2.3,4.3,2.5,
440,0,440-0,LITHUANIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Hotels and motels.
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,2.19,440-2.19,,,,Guests,,Thousands,,418,375,389,401,385,332,350,333,376,491,644,781,931,916,675,713,789,852,950,"1,034","1,142","1,258","1,377","1,551","2,100","1,615","1,963","2,676",
440,2.20,440-2.20,,,,Overnights,,Thousands,,"3,245","2,833","2,609","2,859","2,579","1,979","2,004","1,886","1,845","2,169","2,489","2,809","3,142","3,021","2,272","2,331","2,546","2,643","2,725","2,908","3,058","3,189","3,934","4,355","5,432","3,812","4,360","5,459",
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,2.21,440-2.21,,,,Guests,,Thousands,1/,177,156,160,172,148,142,141,156,175,258,347,463,567,565,414,451,519,586,647,708,777,821,925,"1,025","1,152",856,"1,049","1,457",
440,2.22,440-2.22,,,,Overnights,,Thousands,1/,326,319,312,352,309,293,281,331,342,511,728,934,"1,082","1,057",755,853,"1,019","1,168","1,230","1,292","1,367","1,406","1,554","1,715","1,911","1,535","1,844","2,446",
442,0,442-0,LUXEMBOURG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ Resident tourists staying in all types of accommodation establishments; including youth hostels, tourist private accommodation and others.
2/ NACE Rev2 55.100."
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,2.19,442-2.19,,,,Guests,,Thousands,1/,..,..,..,..,..,..,..,..,..,..,..,62,63,59,59,49,61,71,100,104,107,108,110,121,124,130,137,155,
442,2.20,442-2.20,,,,Overnights,,Thousands,1/,282,303,281,314,306,271,274,281,269,279,246,223,206,189,175,142,180,246,324,354,325,318,318,346,348,307,351,392,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,2.21,442-2.21,,,,Guests,,Thousands,2/,..,..,..,..,19,18,20,22,24,24,29,29,32,31,31,34,34,43,68,70,69,71,73,86,86,95,101,115,
442,2.22,442-2.22,,,,Overnights,,Thousands,2/,89,91,83,81,67,67,72,78,80,85,85,77,94,92,92,89,96,118,156,161,152,160,167,189,185,176,198,236,
446,0,446-0,"MACAO, CHINA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,2.19,446-2.19,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
446,2.20,446-2.20,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,2.21,446-2.21,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
446,2.22,446-2.22,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
450,0,450-0,MADAGASCAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,2.19,450-2.19,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
450,2.20,450-2.20,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,2.21,450-2.21,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
450,2.22,450-2.22,,,,Overnights,,Thousands,,35,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
454,0,454-0,MALAWI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,2.19,454-2.19,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
454,2.20,454-2.20,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,2.21,454-2.21,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
454,2.22,454-2.22,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
458,0,458-0,MALAYSIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,2.19,458-2.19,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
458,2.20,458-2.20,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,2.21,458-2.21,,,,Guests,,Thousands,,..,..,..,..,"11,494","13,606","15,564","16,458","18,335","27,885","29,926","31,900","36,254","40,610","32,920","27,535","27,737","29,901","34,270","45,377","45,942","46,437","49,246","52,419","51,093","30,704","19,872",..,
458,2.22,458-2.22,,,,Overnights,,Thousands,,"10,716","13,473","15,635","14,182","16,166",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
462,0,462-0,MALDIVES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,2.19,462-2.19,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
462,2.20,462-2.20,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,2.21,462-2.21,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
462,2.22,462-2.22,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
466,0,466-0,MALI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,2.19,466-2.19,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
466,2.20,466-2.20,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,2.21,466-2.21,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,38,36,44,47,57,45,44,40,38,30,34,23,31,26,24,25,23,23,43,24,
466,2.22,466-2.22,,,,Overnights,,Thousands,,..,..,..,3,5,6,7,9,54,64,71,112,124,88,92,88,80,42,62,38,30,40,36,37,37,45,52,33,
470,0,470-0,MALTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,2.19,470-2.19,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
470,2.20,470-2.20,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,2.21,470-2.21,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,118,117,105,135,143,142,158,158,144,154,149,156,157,151,167,185,201,..,..,..,
470,2.22,470-2.22,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,314,278,247,310,331,335,351,351,319,332,329,354,373,348,396,429,475,..,..,..,
584,0,584-0,MARSHALL ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,2.19,584-2.19,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
584,2.20,584-2.20,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,2.21,584-2.21,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
584,2.22,584-2.22,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
474,0,474-0,MARTINIQUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,2.19,474-2.19,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
474,2.20,474-2.20,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,2.21,474-2.21,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
474,2.22,474-2.22,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
478,0,478-0,MAURITANIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,2.19,478-2.19,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
478,2.20,478-2.20,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,2.21,478-2.21,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
478,2.22,478-2.22,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
480,0,480-0,MAURITIUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,2.19,480-2.19,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
480,2.20,480-2.20,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,2.21,480-2.21,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
480,2.22,480-2.22,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
484,0,484-0,MEXICO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"/ Hotels only. Data are taken from 70 tourist centers that provide timely information for comparability between years.
Selected tourism resorts. Data are taken from 70 tourist centers that provide timely information for comparability between years."
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,2.19,484-2.19,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
484,2.20,484-2.20,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,,,Hotels and similar establishments,,,,1/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,2.21,484-2.21,,,,Guests,,Thousands,,"20,765","21,968","23,301",..,"32,448","30,915","29,618","29,939","31,128","34,454","34,547","35,192","41,961","45,420","43,088","45,274","46,582","47,331","48,441","49,649","52,875","55,595","58,945","61,474","62,205","28,450","45,706","60,624",
484,2.22,484-2.22,,,,Overnights,,Thousands,,"41,244","42,604","45,581","48,763","63,082","58,288","57,475","57,174","58,715","64,355","64,607","64,124","74,600","78,498","73,514","79,187","84,296","88,154","88,163","87,650","94,675","99,854","102,260","108,279","112,731","50,524","81,384","111,057",
583,0,583-0,"MICRONESIA, FEDERATED STATES OF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,2.19,583-2.19,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
583,2.20,583-2.20,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,2.21,583-2.21,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
583,2.22,583-2.22,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
498,0,498-0,"MOLDOVA, REPUBLIC OF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,1/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Excluding the left side of the river Nistru and the municipality of Bender.
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,2.19,498-2.19,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,218,234,249,244,207,168,166,173,179,176,189,185,185,192,204,201,62,109,172,
498,2.20,498-2.20,,,,Overnights,,Thousands,,23,26,45,46,62,212,253,316,400,"1,313","1,432","1,539","1,544","1,525","1,252","1,249","1,251","1,272","1,263","1,296","1,252","1,234","1,218","1,327","1,205",306,604,924,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,2.21,498-2.21,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,99,104,107,90,74,56,61,59,60,63,65,58,73,75,78,75,41,61,79,
498,2.22,498-2.22,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,251,264,282,234,225,195,222,211,207,216,215,203,219,225,247,202,129,198,216,
492,0,492-0,MONACO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,2.19,492-2.19,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
492,2.20,492-2.20,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,2.21,492-2.21,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10,4,5,6,6,2,3,5,
492,2.22,492-2.22,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26,13,17,16,14,16,16,12,
496,0,496-0,MONGOLIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,2.19,496-2.19,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
496,2.20,496-2.20,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,2.21,496-2.21,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
496,2.22,496-2.22,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
499,0,499-0,MONTENEGRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,2.19,499-2.19,,,,Guests,,Thousands,,..,..,..,..,..,..,..,406,458,515,548,576,149,157,164,175,172,175,168,167,153,152,123,128,136,93,117,148,
499,2.20,499-2.20,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,"2,778","3,061","3,337","3,628","3,740",851,828,856,987,956,"1,008",998,957,748,722,483,487,522,361,449,561,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,2.21,499-2.21,,,,Guests,,Thousands,,..,..,..,..,..,..,..,174,165,196,197,169,84,96,88,85,83,80,69,63,76,77,112,118,125,89,101,140,
499,2.22,499-2.22,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,"1,370","1,314","1,552","1,505","1,200",331,348,326,331,292,286,241,205,229,230,431,445,480,343,376,528,
500,0,500-0,MONTSERRAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,2.19,500-2.19,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
500,2.20,500-2.20,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
