INDEX,,,1. INBOUND TOURISM: Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.,S.,C. & S.,Basic data and indicators,,,,,Units,Notes,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,1.31,417-1.31,,,,Guests,,Thousands,,..,..,..,..,..,30,32,44,46,49,34,38,47,37,44,27,41,47,46,44,64,76,77,103,83,15,34,129,
417,1.32,417-1.32,,,,Overnights,,Thousands,,..,..,..,..,..,105,80,144,117,119,94,116,107,103,96,71,95,109,98,85,125,169,194,256,231,76,139,311,
418,0,418-0,LAO PEOPLE´S DEMOCRATIC REPUBLIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,1.29,418-1.29,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
418,1.30,418-1.30,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,1.31,418-1.31,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
418,1.32,418-1.32,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
428,0,428-0,LATVIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ Since 2015 Hotels and similar establishments according to NACE REV.2 classification: Section I, Division 55, Class 55.1 - Hotels and similar accommodation (services include daily housekeeping)."
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,1.29,428-1.29,,,,Guests,,Thousands,,185,188,220,239,241,268,323,361,415,545,730,816,845,945,754,878,"1,063","1,096","1,250","1,431","1,475","1,574","1,779","1,925","1,946",715,442,"1,139",
428,1.30,428-1.30,,,,Overnights,,Thousands,,668,697,763,733,724,697,847,871,983,"1,201","1,613","1,872","1,936","2,116","1,700","1,912","2,257","2,429","2,639","2,876","2,874","3,045","3,407","3,743","3,851","1,504",863,"2,113",
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,1.31,428-1.31,,,,Guests,,Thousands,1/,..,..,..,..,239,266,319,352,402,520,680,746,765,846,697,815,985,"1,027","1,168","1,342","1,373","1,452","1,636","1,774","1,777",621,404,"1,028",
428,1.32,428-1.32,,,,Overnights,,Thousands,1/,662,676,744,725,718,691,837,853,963,"1,158","1,507","1,745","1,780","1,913","1,587","1,787","2,069","2,223","2,383","2,620","2,553","2,675","2,925","3,198","3,282","1,130",765,"1,866",
422,0,422-0,LEBANON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ For the year 2018, the survey was conducted with 256 establishments (hotels and apartment-hotels)."
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,1.29,422-1.29,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
422,1.30,422-1.30,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,1.31,422-1.31,,,,Guests,,Thousands,1/,..,..,..,..,..,..,..,..,..,..,..,468,441,635,769,877,739,572,567,626,701,791,860,912,952,182,212,240,
422,1.32,422-1.32,,,,Overnights,,Thousands,1/,..,..,..,..,215,692,610,653,"1,180","1,484","1,133","1,150",984,"1,452","1,955","2,106","1,741","1,611","2,167","1,993","2,479","2,534","2,766","2,896","3,055",488,564,738,
426,0,426-0,LESOTHO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,1.29,426-1.29,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
426,1.30,426-1.30,,,,Overnights,,Thousands,,..,315,363,336,417,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,1.31,426-1.31,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
426,1.32,426-1.32,,,,Overnights,,Thousands,,..,150,169,141,165,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
430,0,430-0,LIBERIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,1.29,430-1.29,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
430,1.30,430-1.30,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,1.31,430-1.31,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
430,1.32,430-1.32,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
434,0,434-0,LIBYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,1.29,434-1.29,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
434,1.30,434-1.30,,,,Overnights,,Thousands,,..,743,422,269,339,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,1.31,434-1.31,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,43,81,42,38,34,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
434,1.32,434-1.32,,,,Overnights,,Thousands,,..,699,397,253,320,582,571,453,477,298,569,291,266,237,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
438,0,438-0,LIECHTENSTEIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Excluding long term tourists on campgrounds and in holiday flats.
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,1.29,438-1.29,,,,Guests,,Thousands,1/,..,..,..,..,..,..,..,..,..,..,..,..,73,73,67,64,67,62,60,61,57,69,79,85,98,58,71,101,
438,1.30,438-1.30,,,,Overnights,,Thousands,1/,..,..,..,..,..,..,..,..,..,..,..,..,168,171,158,150,149,136,133,130,111,128,147,159,174,124,156,195,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,1.31,438-1.31,,,,Guests,,Thousands,,59,56,57,59,60,62,57,49,49,49,50,55,58,59,52,50,53,54,52,54,49,60,69,72,84,53,60,85,
438,1.32,438-1.32,,,,Overnights,,Thousands,,127,118,117,120,122,131,120,106,105,101,108,115,126,131,118,112,113,111,112,109,90,108,125,134,148,111,131,161,
440,0,440-0,LITHUANIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Hotels and motels.
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,1.29,440-1.29,,,,Guests,,Thousands,,211,255,288,306,293,300,354,393,438,590,681,759,849,910,752,840,"1,004","1,125","1,235","1,330","1,361","1,488","1,584","1,745","1,938",512,505,"1,150",
440,1.30,440-1.30,,,,Overnights,,Thousands,,762,901,864,"1,034",998,963,"1,073","1,145","1,170","1,526","1,762","1,914","2,049","2,056","1,758","1,999","2,377","2,622","2,839","2,966","2,943","3,197","3,431","3,737","4,143","1,120","1,183","2,614",
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,1.31,440-1.31,,,,Guests,,Thousands,1/,174,208,240,264,245,253,297,343,385,530,623,692,767,825,684,761,909,"1,008","1,098","1,166","1,182","1,274","1,321","1,425","1,572",414,436,986,
440,1.32,440-1.32,,,,Overnights,,Thousands,1/,415,484,527,626,591,570,656,719,766,"1,131","1,334","1,451","1,509","1,544","1,323","1,510","1,818","2,002","2,169","2,251","2,247","2,429","2,527","2,725","2,907",825,939,"2,056",
442,0,442-0,LUXEMBOURG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ Non-resident tourists staying in all types of accommodation establishments; including youth hostels, tourist private accommodation and others.
2/ NACE Rev2 55.100."
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,1.29,442-1.29,,,,Guests,,Thousands,1/,768,724,778,789,863,852,836,885,867,878,913,908,914,877,847,805,874,950,945,"1,038","1,090","1,054","1,046","1,018","1,041",525,615,"1,013",
442,1.30,442-1.30,,,,Overnights,,Thousands,1/,"2,378","2,195","2,334","2,327","2,500","2,408","2,422","2,469","2,541","2,514","2,465","2,414","2,340","2,261","2,074","1,717","2,058","2,298","2,317","2,514","2,656","2,638","2,574","2,575","2,504","1,210","1,523","2,404",
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,1.31,442-1.31,,,,Guests,,Thousands,2/,496,461,508,525,580,589,577,599,581,613,667,673,707,675,651,652,682,770,763,834,870,849,825,816,812,402,448,733,
442,1.32,442-1.32,,,,Overnights,,Thousands,2/,"1,051",947,"1,026","1,089","1,163","1,196","1,174","1,167","1,144","1,195","1,275","1,284","1,372","1,308","1,192","1,163","1,282","1,424","1,415","1,538","1,586","1,594","1,526","1,525","1,469",664,835,"1,360",
446,0,446-0,"MACAO, CHINA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,1.29,446-1.29,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
446,1.30,446-1.30,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,1.31,446-1.31,,,,Guests,,Thousands,,"2,371","2,589","2,100","2,041","2,138","2,552","2,625","2,996","2,870","3,790","3,903","4,429","5,442","6,194","6,398","7,288","8,052","8,885","10,016","10,018","9,924","11,300","12,389","13,206","13,492","3,245","5,732","4,206",
446,1.32,446-1.32,,,,Overnights,,Thousands,,"2,930","3,250","2,672","2,753","2,885","3,219","3,344","3,656","3,456","4,426","4,563","5,129","6,942","8,605","9,134","10,663","11,684","11,614","13,080","13,427","13,496","14,883","16,643","18,091","18,439","5,208","9,928","7,361",
450,0,450-0,MADAGASCAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,1.29,450-1.29,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
450,1.30,450-1.30,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,1.31,450-1.31,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
450,1.32,450-1.32,,,,Overnights,,Thousands,,"1,249","1,240","1,511","2,424","2,627","3,041","3,234",555,"2,088","3,536","5,221","5,299","5,608","5,815","2,413","3,298","3,764",..,..,..,..,..,..,..,..,..,..,..,
454,0,454-0,MALAWI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,1.29,454-1.29,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,755,746,767,770,795,819,805,849,837,871,..,..,..,..,
454,1.30,454-1.30,,,,Overnights,,Thousands,,"1,345","1,355","1,436","1,236","1,013","1,325","2,029","2,893","3,259","3,078","3,372","5,570","5,460","5,864","5,167","6,057","5,821","6,702",..,"8,274","7,244","8,521","8,443","8,819",..,..,..,..,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,1.31,454-1.31,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,461,517,473,510,459,496,491,..,511,516,520,536,552,..,..,..,..,
454,1.32,454-1.32,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,"4,195","4,808","3,488","4,083","3,900","3,966","4,269",..,"5,164","4,640","5,330","5,490","5,655",..,..,..,..,
458,0,458-0,MALAYSIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,1.29,458-1.29,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
458,1.30,458-1.30,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,1.31,458-1.31,,,,Guests,,Thousands,,..,..,..,..,"10,340","12,393","13,115","15,615","13,239","20,009","21,448","22,457","25,395","28,276","28,443","25,596","26,019","26,171","22,860","26,289","25,571","25,909","28,030","30,001","28,836","4,701",189,..,
458,1.32,458-1.32,,,,Overnights,,Thousands,,"11,554","12,463","14,652","16,124","17,410",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
462,0,462-0,MALDIVES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,1.29,462-1.29,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
462,1.30,462-1.30,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,1.31,462-1.31,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
462,1.32,462-1.32,,,,Overnights,,Thousands,,"2,725","3,039","3,271","3,467","3,718","3,937","3,933","4,067","4,705","5,110","3,300","4,822","5,293","5,447","5,147","5,986","6,529","6,451","7,058","7,290","6,977","7,140","8,596","9,478","10,688","3,985","10,073","12,195",
466,0,466-0,MALI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,1.29,466-1.29,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
466,1.30,466-1.30,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,1.31,466-1.31,,,,Guests,,Thousands,,42,98,75,83,82,86,89,96,110,113,143,153,164,..,..,..,..,32,57,53,15,42,11,14,15,8,46,36,
466,1.32,466-1.32,,,,Overnights,,Thousands,,102,194,148,163,165,174,178,193,229,291,310,322,384,465,353,291,284,61,103,72,33,70,26,34,35,22,56,51,
470,0,470-0,MALTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,1.29,470-1.29,,,,Guests,,Thousands,,"1,116","1,064","1,171","1,198","1,230","1,216","1,180","1,134","1,089","1,127","1,151","1,104","1,244","1,291","1,182","1,339","1,415","1,443","1,582","1,690","1,783","1,966","2,274","2,599","2,753",659,968,"2,287",
470,1.30,470-1.30,,,,Overnights,,Thousands,,"10,919","10,665","11,187","11,326","11,658","10,266","11,067","10,599","11,115","10,973","10,933","10,503","11,017","10,962","9,949","11,148","11,241","11,860","12,890","13,522","14,152","14,961","16,509","18,570","19,339","5,227","8,390","16,608",
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,1.31,470-1.31,,,,Guests,,Thousands,,808,751,825,887,892,845,833,797,863,904,906,868,982,"1,008",911,"1,047","1,094","1,099","1,190","1,262","1,280","1,354","1,518","1,651","1,710",408,623,"1,452",
470,1.32,470-1.32,,,,Overnights,,Thousands,,"7,632","7,311","7,730","8,046","8,150","6,978","7,475","7,021","7,712","7,725","7,603","7,377","7,976","7,813","6,823","7,663","7,830","8,049","8,627","8,867","8,801","8,886","9,418","10,082","10,069","2,362","4,116","8,639",
584,0,584-0,MARSHALL ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,1.29,584-1.29,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
584,1.30,584-1.30,,,,Overnights,,Thousands,,..,..,..,..,..,32,30,37,40,38,41,37,34,24,28,34,35,..,..,..,..,..,..,..,..,..,..,..,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,1.31,584-1.31,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
584,1.32,584-1.32,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
474,0,474-0,MARTINIQUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,1.29,474-1.29,,,,Guests,,Thousands,,457,477,513,549,564,526,460,447,453,471,484,503,501,481,442,478,497,488,490,490,487,519,536,537,556,312,291,556,
474,1.30,474-1.30,,,,Overnights,,Thousands,,"6,970","6,220","6,644","8,133","7,497","6,956","5,556","6,022","6,136","6,770","6,496","6,965","6,475","6,312","5,793","6,369","6,196","6,901","7,301","6,797",..,..,"5,892","5,507","6,119","3,167","4,071","6,522",
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,1.31,474-1.31,,,,Guests,,Thousands,,223,234,266,285,287,267,234,198,187,192,216,204,209,166,174,178,193,177,159,143,..,..,147,149,146,73,54,125,
474,1.32,474-1.32,,,,Overnights,,Thousands,,"2,288","2,102","2,497","2,625","2,573","2,441","2,030","1,991","1,693","1,705","1,924","1,707","1,761","1,341","1,389","1,401","1,652","1,379","1,362","1,259",..,..,"1,132","1,057","1,086",582,517,"1,001",
478,0,478-0,MAURITANIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,1.29,478-1.29,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
478,1.30,478-1.30,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,1.31,478-1.31,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
478,1.32,478-1.32,,,,Overnights,,Thousands,,..,..,..,..,168,162,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
480,0,480-0,MAURITIUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Estimated from Survey of Inbound Tourism; as from 2015 the survey results were benchmarked to data on monthly departed tourists.
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,1.29,480-1.29,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,931,882,888,940,951,989,"1,031","1,142","1,260","1,321","1,377","1,360",355,147,960,
480,1.30,480-1.30,,,,Overnights,,Thousands,,"4,435","4,958","5,451","5,568","5,729","6,413","6,528","6,769","6,952","7,119","7,498","7,761","8,987","9,218","8,639","9,336","9,494","10,044","10,676","11,267","12,050","13,118","13,641","14,296","14,466","4,485","2,168","11,363",
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,1.31,480-1.31,,,,Guests,,Thousands,1/,..,..,..,435,..,499,..,525,..,589,..,646,..,..,654,739,756,724,797,..,935,"1,023","1,052","1,077",..,..,..,..,
480,1.32,480-1.32,,,,Overnights,,Thousands,1/,..,..,..,"4,310",..,"4,789",..,"5,039",..,"5,718",..,"5,624",..,..,"5,424","6,203","6,201","5,937","6,376",..,"8,389","9,265","9,215","9,652",..,..,..,..,
484,0,484-0,MEXICO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ Hotels only. Data are taken from 70 tourist centers that provide timely information for comparability between years.
2/ Selected tourism resorts. Data are taken from 70 tourist centers that provide timely information for comparability between years."
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,1.29,484-1.29,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
484,1.30,484-1.30,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,1.31,484-1.31,,,,Guests,,Thousands,1/,"6,718","7,491","8,155","8,157","9,501","9,867","9,410","7,869","8,556","9,972","10,691","9,689","13,250","14,731","12,043","12,507","12,655","13,092","13,954","15,351","17,072","18,875","21,394","21,764","22,614","9,556","15,288","21,302",
484,1.32,484-1.32,,,,Overnights,,Thousands,2/,"24,910","28,278","30,574","29,729","34,361","33,970","29,665","25,291","26,011","30,227","33,623","30,236","48,780","52,746","42,904","48,152","49,064","52,350","57,830","60,204","66,175","70,489","77,623","78,697","79,893","34,142","55,834","81,505",
583,0,583-0,"MICRONESIA, FEDERATED STATES OF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,1.29,583-1.29,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
583,1.30,583-1.30,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,1.31,583-1.31,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
583,1.32,583-1.32,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
498,0,498-0,"MOLDOVA, REPUBLIC OF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,1/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Excluding the left side of the river Nistru and the municipality of Bender.
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,1.29,498-1.29,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,69,67,63,70,73,60,64,75,89,96,94,94,121,145,160,174,29,69,162,
498,1.30,498-1.30,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,174,187,214,201,202,148,163,174,191,216,218,253,246,297,340,386,70,159,422,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,1.31,498-1.31,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,68,66,62,69,72,57,61,71,85,90,89,89,114,135,149,161,27,63,142,
