INDEX,,,1. INBOUND TOURISM: Tourism expenditure in the country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.,S.,C. & S.,Basic data and indicators,,,,,Units,Notes,Series,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,
796,1.34,796-1.34,,,Travel,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,584,619,706,571,787,..,..,..,..,
796,1.35,796-1.35,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
798,0,798-0,TUVALU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
798,1.33,798-1.33,,Tourism expenditure in the country,,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.8,4.7,6.0,5.8,6.7,7.0,8.7,2.1,1.0,1.5,
798,1.34,798-1.34,,,Travel,,,US$ Millions,,IMF,..,..,..,..,..,..,0.6,0.8,0.9,1.3,1.2,1.2,1.5,1.9,1.5,2.4,2.4,2.7,3.6,3.5,5.0,4.5,5.6,5.8,7.6,1.2,0.1,0.8,
798,1.35,798-1.35,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.2,1.2,1.0,1.3,1.1,1.2,1.1,0.9,0.9,0.7,
800,0,800-0,UGANDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1.33,800-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,..,..,..,..,..,..,187,194,185,268,382,347,402,536,683,802,977,"1,157",960,984,"1,049","1,118",954,"1,522","1,400",519,942,"1,030",
800,1.34,800-1.34,,,Travel,,,US$ Millions,,IMF,78,117,135,144,151,165,165,171,184,267,380,346,398,498,667,784,960,"1,135",939,965,"1,037","1,102",941,"1,506","1,385",504,927,"1,014",
800,1.35,800-1.35,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,..,22,23,1,1,2,1,4,38,16,18,17,22,21,19,12,16,13,16,15,15,15,16,
804,0,804-0,UKRAINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804,1.33,804-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,..,448,477,539,503,563,759,"1,001","1,204","2,931","3,542","4,018","5,320","6,722","4,349","4,696","5,406","5,988","5,931","2,264","1,662","1,723","2,019","2,269","2,595",669,"1,387",849,
804,1.34,804-1.34,,,Travel,,,US$ Millions,,IMF,191,230,270,315,327,394,573,788,935,"2,560","3,125","3,485","4,597","5,768","3,576","3,788","4,294","4,842","5,083","1,612","1,082","1,078","1,261","1,445","1,620",356,950,774,
804,1.35,804-1.35,,,Passenger transport,,,US$ Millions,,IMF,..,218,207,224,176,169,186,213,269,371,417,533,723,954,773,908,"1,112","1,146",848,652,580,645,758,824,975,313,437,75,
784,0,784-0,UNITED ARAB EMIRATES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
784,1.33,784-1.33,,Tourism expenditure in the country,,,,US$ Millions,1/,CB,632,743,814,859,893,"1,063","1,200","1,332","1,438","1,593","3,218","4,972","6,072","7,162","7,352","8,577","9,204","10,924","12,389","15,221","25,587","28,657","29,706","34,610","38,413","24,615","34,440",..,"Note 2019: the source of the data changed and therefore, are not comparable with those of previous years. New sources: The Federal Authority for Identity and Citizenship, Economic Survey, Household income and expenditure survey, Mirror statistics for GCC data and Tourism surveys done by local tourism authorities.
1/ Source: Central Bank of the U.A.E. 1995-1999: hotel revenues. Including domestic tourism and nationals residing abroad."
784,1.34,784-1.34,,,Travel,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"20,470","22,926","23,764","27,688","30,731","19,692","27,552",..,
784,1.35,784-1.35,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"5,117","5,732","5,941","6,922","7,683","4,923","6,888",..,
826,0,826-0,UNITED KINGDOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
826,1.33,826-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,"27,577","29,181","30,483","31,658",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
826,1.34,826-1.34,,,Travel,,,US$ Millions,,IMF,"20,487","21,389","22,586","23,689","24,007","23,569","21,712","23,708","26,057","32,114","34,252","40,160","44,970","41,470","37,072","38,567","42,742","45,398","50,498","56,748","55,839","53,026","54,912","56,043","58,430","26,668","32,959","67,587",
826,1.35,826-1.35,,,Passenger transport,,,US$ Millions,,IMF,"7,090","7,792","7,897","7,969",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
840,0,840-0,UNITED STATES OF AMERICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840,1.33,840-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,"93,743","102,196","107,047","105,095","109,188","118,316","105,454","97,415","94,814","107,210","116,682","121,030","134,800","149,094","137,111","161,821","178,935","195,113","213,105","222,746","230,574","228,549","233,758","241,984","239,065","84,297","84,171","165,461",
840,1.34,840-1.34,,,Travel,,,US$ Millions,,IMF,"74,834","81,772","86,175","85,001","89,145","96,871","86,408","79,625","76,981","85,648","93,423","96,149","106,919","117,029","110,754","130,315","142,197","153,921","170,981","180,264","192,602","192,866","196,468","200,722","198,983","72,480","71,412","136,870",
840,1.35,840-1.35,,,Passenger transport,,,US$ Millions,,IMF,"18,909","20,424","20,872","20,094","20,043","21,445","19,046","17,790","17,833","21,562","23,259","24,881","27,881","32,065","26,357","31,506","36,738","41,192","42,124","42,482","37,972","35,683","37,290","41,262","40,082","11,817","12,759","28,591",
850,0,850-0,UNITED STATES VIRGIN ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850,1.33,850-1.33,,Tourism expenditure in the country,,,,US$ Millions,1/,country,822,781,894,941,955,"1,206","1,234","1,195","1,257","1,356","1,432","1,468","1,513","1,157","1,021","1,223","1,122","1,210","1,168","1,319","1,324","1,343","1,202",993,"1,031",686,"1,004",..,"1/ The expenditure figures are those provided by the country to UNWTO, which do not appear in the International Monetary Fund data."
850,1.34,850-1.34,,,Travel,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
850,1.35,850-1.35,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
858,0,858-0,URUGUAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858,1.33,858-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,725,890,862,..,..,827,700,409,419,591,699,711,928,"1,195","1,460","1,669","2,401","2,666","2,481","2,341","2,349","2,396","2,924","2,712","2,341","1,085",587,"1,838",
858,1.34,858-1.34,,,Travel,,,US$ Millions,,IMF,611,717,759,695,653,713,611,351,345,494,594,598,809,"1,051","1,321","1,509","2,203","2,523","2,388","2,229","2,249","2,285","2,823","2,624","2,255","1,058",540,"1,753",
858,1.35,858-1.35,,,Passenger transport,,,US$ Millions,,IMF,114,173,103,..,..,114,89,58,74,97,105,113,119,144,139,160,198,143,93,112,100,111,101,88,86,27,47,85,
860,0,860-0,UZBEKISTAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860,1.33,860-1.33,,Tourism expenditure in the country,,,,US$ Millions,1/,IMF,..,15,198,167,102,63,72,68,48,57,321,371,555,622,597,385,499,457,749,660,694,579,835,"1,314","1,711",400,722,"1,731",1/ 1996-2010: country data.
860,1.34,860-1.34,,,Travel,,,US$ Millions,1/,IMF,..,..,..,..,..,27,22,22,24,28,125,158,278,277,352,284,353,299,574,501,527,458,689,"1,144","1,513",350,596,"1,437",
860,1.35,860-1.35,,,Passenger transport,,,US$ Millions,1/,IMF,..,..,..,..,..,36,50,46,24,29,196,213,277,345,245,101,146,158,175,159,167,121,146,170,198,50,126,294,
548,0,548-0,VANUATU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,1.33,548-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,..,..,..,72,59,69,58,72,83,93,104,109,142,188,214,242,249,268,314,280,234,264,282,285,246,58,2,31.5,
548,1.34,548-1.34,,,Travel,,,US$ Millions,,IMF,45,56,53,60,50,56,46,54,64,75,85,92,119,169,190,217,223,241,287,253,208,232,258,255,229,55,2,24.6,
548,1.35,548-1.35,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,12,9,13,12,18,19,18,19,17,23,19,24,25,26,27,27,27,26,32,24,30,17,3,0,6.9,
862,0,862-0,"VENEZUELA, BOLIVARIAN REPUBLIC OF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862,1.33,862-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,995,"1,026",623,769,643,469,677,484,378,554,722,843,972,"1,097","1,053",885,806,904,926,900,654,546,..,..,..,..,..,..,
862,1.34,862-1.34,,,Travel,,,US$ Millions,,IMF,849,884,558,703,581,423,615,434,331,502,650,768,895,"1,030",988,831,740,844,858,836,575,473,..,..,..,..,..,..,
862,1.35,862-1.35,,,Passenger transport,,,US$ Millions,,IMF,146,142,65,66,62,46,62,50,47,52,72,75,77,67,65,54,66,60,68,64,79,73,..,..,..,..,..,..,
704,0,704-0,VIET NAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,1.33,704-1.33,,Tourism expenditure in the country,,,,US$ Millions,1/,country,..,..,..,..,..,..,..,..,"1,400","1,700","2,300","2,850","3,750","3,930","3,050","4,450","5,710","6,850","7,250","7,410","7,350","8,500","8,890","10,080","11,830","3,232",149,..,"1/ The expenditure figures are those provided by the country to UNWTO, which do not appear in the International Monetary Fund data."
704,1.34,704-1.34,,,Travel,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
704,1.35,704-1.35,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
886,0,886-0,YEMEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
886,1.33,886-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1,291",910,"1,005","1,097","1,199",116,116,..,..,..,..,..,..,
886,1.34,886-1.34,,,Travel,,,US$ Millions,,IMF,50,55,70,84,61,73,38,38,139,139,181,181,425,886,899,"1,161",780,848,940,"1,026",100,100,..,..,..,..,..,..,
886,1.35,886-1.35,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,130,130,157,157,173,16,16,..,..,..,..,..,..,
894,0,894-0,ZAMBIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,1.33,894-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
894,1.34,894-1.34,,,Travel,,,US$ Millions,,IMF,..,..,29,40,53,67,80,64,88,92,447,506,599,542,474,492,555,518,552,642,660,683,653,742,819,412,393,829,
894,1.35,894-1.35,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
716,0,716-0,ZIMBABWE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,1.33,716-1.33,,Tourism expenditure in the country,,,,US$ Millions,1/,IMF,145,232,205,158,202,125,81,76,61,194,99,338,365,294,129,135,164,174,183,186,191,194,158,191,285,66,..,..,"1/ 1995-2008: The expenditure figures are those provided by the country to UNWTO, which do not appear in the International Monetary Fund data."
716,1.34,716-1.34,,,Travel,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,118,124,152,161,170,172,175,177,149,182,279,63,..,..,
716,1.35,716-1.35,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11,11,12,13,13,14,16,17,9,9,6,3,..,..,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"The information is the same as that provided in the ""Compendium of Tourism Statistics""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,IMF,International Monetary Fund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CB,Central Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,..,Data not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Source: World Tourism Organization (UNWTO),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
