INDEX,,,1. INBOUND TOURISM: Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.,S.,C. & S.,Basic data and indicators,,,,,Units,Notes,Series,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,1.20,300-1.20,,,,Air,,Thousands,,,"8,479","7,684","8,148","8,646","9,962","10,454","10,841","10,438","10,417","9,974","10,915","11,509","11,920","11,692","10,748","10,637","11,671","10,993","12,302","14,057","14,981","16,331","17,947","20,386","20,709","5,550","11,630","21,114",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,1.21,300-1.21,,,,Water,,Thousands,,,"1,422","1,127","1,084","1,282","1,239","1,308","1,430","1,535","1,445","1,510","1,932","2,255","1,081","1,080","1,008","1,031",948,790,807,701,632,861,973,935,"1,044",269,435,570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,1.22,300-1.22,,,,Land,,Thousands,,,811,971,"1,357","1,436","1,405","1,805","2,408","2,945","2,923","2,784","3,090","3,520","3,163","3,167","3,159","3,339","3,808","3,734","4,810","7,275","7,986","7,608","8,274","8,802","9,595","1,555","2,639","6,152",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,0,308-0,GRENADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,1.19,308-1.19,,,Total,,,Thousands,,TF,108,108,111,116,126,128,123,132,142,134,99,119,130,130,113,110,133,125,128,150,155,156,168,186,188,54,47,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,1.20,308-1.20,,,,Air,,Thousands,,,95,94,98,104,115,118,112,121,134,128,94,114,125,125,109,105,114,105,106,125,133,135,146,161,163,44,42,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,1.21,308-1.21,,,,Water,,Thousands,,,13,14,13,12,11,10,11,11,8,6,5,5,5,5,4,5,19,20,22,25,22,20,22,25,25,10,5,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,1.22,308-1.22,,,,Land,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,0,312-0,GUADELOUPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,1.19,312-1.19,,,Total,,,Thousands,,VF,..,"1,236","1,130",914,854,995,759,148,569,560,445,465,499,527,458,497,419,487,645,720,822,857,970,"1,166",..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,1.20,312-1.20,,,,Air,,Thousands,,,..,625,660,580,561,603,521,..,439,456,372,393,408,412,347,392,317,325,487,486,512,581,650,735,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,1.21,312-1.21,,,,Water,,Thousands,,,..,611,470,334,293,392,238,148,130,104,73,72,91,115,111,105,102,162,158,234,310,276,320,431,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,1.22,312-1.22,,,,Land,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,0,316-0,GUAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,1.19,316-1.19,,,Total,,,Thousands,,TF,"1,361","1,372","1,381","1,137","1,162","1,287","1,159","1,059",909,"1,160","1,228","1,212","1,225","1,142","1,052","1,197","1,160","1,308","1,334","1,343","1,409","1,536","1,545","1,549","1,667",328,79,328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,1.20,316-1.20,,,,Air,,Thousands,,,"1,350","1,362","1,373","1,129","1,156","1,279","1,124","1,031",857,"1,121","1,185","1,184","1,181","1,093","1,044","1,188","1,150","1,299","1,329","1,331","1,400","1,517","1,522","1,532","1,656",327,78,328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,1.21,316-1.21,,,,Water,,Thousands,,,11,10,8,8,6,8,35,28,52,39,43,28,44,49,8,9,10,9,6,12,9,18,23,17,11,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,1.22,316-1.22,,,,Land,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,0,320-0,GUATEMALA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,1.19,320-1.19,,,Total,,,Thousands,,VF,563,520,577,636,823,826,836,884,880,"1,182","1,316","1,502","1,627","1,715","1,311","1,384","1,434","1,491","1,516","1,739","1,865","1,906","2,113","2,406","2,560",594,666,"1,845",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,1.20,320-1.20,,,,Air,,Thousands,,,299,269,303,331,358,366,408,403,402,434,480,497,558,556,494,521,508,537,553,598,640,682,738,783,806,205,359,747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,1.21,320-1.21,,,,Water,,Thousands,,,22,19,42,47,27,10,11,15,26,34,31,63,52,71,92,83,83,83,83,82,87,113,129,150,131,42,4,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,1.22,320-1.22,,,,Land,,Thousands,,,242,232,232,258,438,450,417,466,452,714,805,942,"1,017","1,088",725,779,843,871,880,"1,059","1,138","1,112","1,246","1,472","1,623",347,303,"1,071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,0,324-0,GUINEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Arrivals by air at Conakry airport.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,1.19,324-1.19,,,Total,,,Thousands,1/,TF,..,12,17,23,27,33,38,43,44,45,45,47,30,24,..,12,131,96,56,33,35,63,99,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,1.20,324-1.20,,,,Air,,Thousands,,,..,12,17,23,27,33,36,41,44,42,45,46,30,24,..,12,131,96,56,33,35,63,99,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,1.21,324-1.21,,,,Water,,Thousands,,,..,..,..,..,..,..,1,0,..,0,..,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,1.22,324-1.22,,,,Land,,Thousands,,,..,..,..,..,..,..,1,2,..,3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,0,624-0,GUINEA-BISSAU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ Arrivals at ""Osvaldo Vieira"" Airport.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,1.19,624-1.19,,,Total,,,Thousands,1/,TF,..,..,..,..,..,..,8,..,..,..,5,12,16,18,16,22,37,35,36,36,44,45,50,55,52,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,1.20,624-1.20,,,,Air,,Thousands,,,..,..,..,..,..,..,8,..,..,..,5,12,16,18,16,22,37,35,36,36,44,45,50,55,52,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,1.21,624-1.21,,,,Water,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,1.22,624-1.22,,,,Land,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,0,328-0,GUYANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,1.19,328-1.19,,,Total,,,Thousands,,TF,106,92,75,..,..,..,..,104,101,122,117,113,134,130,141,152,157,177,..,..,207,235,247,287,315,87,158,288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,1.20,328-1.20,,,,Air,,Thousands,,,88,81,68,..,..,..,..,104,101,122,117,113,134,130,141,152,157,177,..,..,173,201,216,255,287,77,154,269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,1.21,328-1.21,,,,Water,,Thousands,,,18,11,7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24,24,22,23,19,7,3,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,1.22,328-1.22,,,,Land,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10,11,10,9,9,2,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,0,332-0,HAITI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Including nationals residing abroad.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,1.19,332-1.19,,,Total,,,Thousands,,VF,145,150,149,147,143,445,499,482,518,385,480,558,868,758,826,793,946,959,"1,064","1,128","1,190","1,153","1,262","1,333",938,322,148,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,1.20,332-1.20,,,,Air,,Thousands,1/,,145,150,149,147,143,140,142,140,136,96,112,108,386,258,387,255,349,349,420,465,516,445,467,447,286,203,148,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,1.21,332-1.21,,,,Water,,Thousands,,,..,..,..,..,..,305,357,342,382,289,368,450,482,500,439,538,597,610,644,662,674,708,795,885,652,119,0,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,1.22,332-1.22,,,,Land,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,0,340-0,HONDURAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,1.19,340-1.19,,,Total,,,Thousands,,TF,270,263,306,321,371,471,518,550,611,641,672,739,804,868,836,863,871,895,863,868,880,838,850,847,724,204,459,844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,1.20,340-1.20,,,,Air,,Thousands,,,205,201,189,206,227,237,230,210,248,259,301,352,383,398,391,401,426,378,394,413,427,457,572,604,460,129,328,478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,1.21,340-1.21,,,,Water,,Thousands,,,4,3,7,5,5,13,17,20,19,20,23,26,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,1.22,340-1.22,,,,Land,,Thousands,,,61,59,110,110,139,221,271,320,344,362,348,361,421,470,445,462,445,516,469,455,453,381,278,243,264,76,131,366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,0,344-0,"HONG KONG, CHINA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,1.19,344-1.19,,,Total,,,Thousands,,VF,"10,200","12,974","11,273","10,160","11,328","13,059","13,725","16,566","15,537","21,811","23,359","25,251","28,169","29,507","29,591","36,031","41,921","48,615","54,299","60,839","59,308","56,655","58,472","65,148","55,913","3,569",91,605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,1.20,344-1.20,,,,Air,,Thousands,,,"6,823","7,532","6,342","5,571","6,062","6,709","6,530","6,891","4,981","7,015","7,803","8,625","9,223","9,114","8,624","10,187","11,026","11,559","12,332","12,849","13,173","13,399","13,705","14,387","11,870",853,22,501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,1.21,344-1.21,,,,Water,,Thousands,,,"1,055","2,882","2,363","1,957","1,999","2,096","2,149","2,509","2,206","2,827","2,788","3,076","3,793","3,975","3,343","3,981","4,469","4,694","5,056","5,181","4,757","4,688","4,831","4,826","2,918",169,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,1.22,344-1.22,,,,Land,,Thousands,,,"2,322","2,560","2,568","2,632","3,267","4,254","5,046","7,166","8,350","11,969","12,768","13,550","15,153","16,418","17,624","21,863","26,426","32,362","36,911","42,809","41,378","38,568","39,937","45,935","41,125","2,546",60,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,0,348-0,HUNGARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ The observation of the borders with the countries of the Schengen Area ceased from the year 2008. Departures of non-resident visitors.
2/ By river.
3/ Excluding lorry drivers.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,1.19,348-1.19,,,Total,,,Thousands,1/,VF,"39,240","39,833","37,314","33,624","28,803","31,142","30,680","31,740","36,083","36,635","38,555","40,963","42,466","39,554","40,624","39,905","41,304","43,565","43,611","45,984","48,345","52,890","54,962","57,667","61,397","31,641","36,688","46,343",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,1.20,348-1.20,,,,Air,,Thousands,,,892,"1,183","1,349","1,496","1,823","1,735","1,391","1,302","1,730","2,282","2,084","2,110","2,230","2,923","3,258","3,205","3,531","3,305","3,518","3,724","4,408","4,937","5,441","6,113","7,029","1,841","2,163","4,438",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,1.21,348-1.21,,,,Water,,Thousands,2/,,70,78,83,97,89,138,153,168,256,256,290,249,294,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,1.22,348-1.22,,,,Land,,Thousands,3/,,"38,278","38,572","35,882","32,031","26,891","29,269","29,136","30,270","34,097","34,097","36,181","38,604","39,942","36,631","37,366","36,700","37,773","40,260","40,093","42,260","43,937","47,953","49,521","51,554","54,368","29,800","34,524","41,905",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,0,352-0,ICELAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Including cruise passengers.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,1.19,352-1.19,,,Total,,,Thousands,,VF,211,223,223,255,281,328,329,315,348,405,429,477,539,561,563,558,628,765,900,"1,102","1,389","1,891","2,353","2,488","2,202",488,717,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,1.20,352-1.20,,,,Air,,Thousands,,,185,195,195,225,255,296,296,278,309,349,363,409,470,488,480,473,553,660,791,979,"1,271","1,772","2,202","2,323","1,994",480,688,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,1.21,352-1.21,,,,Water,,Thousands,1/,,26,28,28,30,26,32,33,37,39,56,66,68,69,73,83,85,75,105,109,123,118,119,151,165,208,8,29,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,1.22,352-1.22,,,,Land,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,0,356-0,INDIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Excluding nationals residing abroad.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,1.19,356-1.19,,,Total,,,Thousands,1/,TF,"2,124","2,288","2,374","2,359","2,482","2,641","2,537","2,384","2,726","3,457","3,919","4,447","5,082","5,283","5,168","5,776","6,308","6,578","6,968","7,679","8,027","8,804","10,036","10,558","10,930","2,745","1,527",..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,1.20,356-1.20,,,,Air,,Thousands,,,"1,833","1,996","2,048","2,041","2,089","2,214","2,210","1,953","2,265","2,960","3,390","3,873","4,542","4,707","4,642","5,302","5,804","6,032","6,341","6,612","6,787","7,406","7,993","8,406","8,463","2,174","1,336",..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,1.21,356-1.21,,,,Water,,Thousands,,,1,2,1,1,..,..,23,14,14,17,16,27,31,37,53,40,50,46,35,31,54,75,68,82,101,41,11,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,1.22,356-1.22,,,,Land,,Thousands,,,290,290,325,317,393,427,304,417,447,480,513,547,509,539,473,434,454,500,592,"1,037","1,186","1,324","1,975","2,070","2,367",530,180,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,0,360-0,INDONESIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,1.19,360-1.19,,,Total,,,Thousands,,VF,"4,324","5,034","5,185","4,607","4,728","5,064","5,154","5,033","4,467","5,321","5,002","4,871","5,506","6,234","6,324","7,003","7,650","8,044","8,802","9,435","10,407","11,519","14,040","15,810","16,107","4,053","1,558","5,889",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,1.20,360-1.20,,,,Air,,Thousands,,,"2,700","3,210","3,138","2,346","2,449","2,760","2,766","2,745","2,178","2,790","2,889","2,822","3,304","4,091","4,396","4,998","5,446","5,755","6,429","6,978","7,331","8,556","9,671","10,089","9,835","1,714",137,"3,296",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,1.21,360-1.21,,,,Water,,Thousands,,,"1,598","1,796","2,024","2,223","2,256","2,271","2,355","2,256","2,262","2,509","2,082","2,019","2,163","2,095","1,874","1,955","2,148","2,241","2,325","2,399","2,745","2,628","2,783","2,753","4,161","1,025",416,"1,727",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,1.22,360-1.22,,,,Land,,Thousands,,,26,28,23,38,23,33,33,32,27,22,31,30,39,48,54,50,56,48,48,59,331,336,"1,586","2,968","2,112","1,315","1,005",866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,0,364-0,"IRAN, ISLAMIC REPUBLIC OF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,1.19,364-1.19,,,Total,,,Thousands,,VF,452,573,764,"1,007","1,321","1,341","1,402","1,584",..,"1,658",..,..,..,"2,034","2,116","2,938","3,353","3,833","4,769","4,967","5,237","4,942","4,867","7,295","9,107","1,550",989,"4,108",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,1.20,364-1.20,,,,Air,,Thousands,,,151,169,321,413,236,257,395,429,..,545,..,..,..,730,635,636,637,862,"1,253","1,518","1,664","1,616","1,629","1,442","1,573",195,345,"1,224",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,1.21,364-1.21,,,,Water,,Thousands,,,10,6,5,20,10,9,15,11,..,33,..,..,..,22,15,19,27,19,28,29,26,28,28,21,22,1,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,1.22,364-1.22,,,,Land,,Thousands,,,291,398,438,574,"1,075","1,075",992,"1,144",..,"1,080",..,..,..,"1,282","1,466","2,283","2,689","2,952","3,488","3,420","3,547","3,298","3,210","5,832","7,512","1,355",644,"2,862",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,0,368-0,IRAQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,1.19,368-1.19,,,Total,,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,1.20,368-1.20,,,,Air,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,1.21,368-1.21,,,,Water,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,1.22,368-1.22,,,,Land,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,0,372-0,IRELAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ Including tourists from North Ireland.
2/ Including rail.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,1.19,372-1.19,,,Total,,,Thousands,1/,TF,"4,818","5,289","5,587","6,064","6,403","6,645","6,353","6,476","6,765","6,954","7,333","8,001","8,332","8,025","7,190","7,134","7,630","7,550","8,260","8,813","9,528","10,100","10,338","10,926","10,951",..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,1.20,372-1.20,,,,Air,,Thousands,,,"2,666","3,043","3,305","3,708","4,101","4,450","4,322","4,439","4,819","4,980","5,546","6,304","6,578","6,468","5,703","4,845","5,339","5,314","5,626","6,010","6,931","7,622","7,924","8,477","8,659",..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,1.21,372-1.21,,,,Water,,Thousands,,,"1,354","1,451","1,502","1,660","1,605","1,545","1,343","1,302","1,236","1,213","1,082",964,"1,006",892,787,855,791,730,781,814,816,803,798,796,694,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,1.22,372-1.22,,,,Land,,Thousands,2/,,798,795,780,696,697,650,688,735,710,761,705,733,748,665,700,"1,434","1,500","1,506","1,853","1,989","1,781","1,675","1,616","1,653","1,598",..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,0,376-0,ISRAEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ Excluding nationals residing abroad.
2/ Including tourists' reentry after a visit of up to 7 days in Sinai.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,1.19,376-1.19,,,Total,,,Thousands,1/,TF,"2,215","2,100","2,010","1,942","2,313","2,417","1,196",861,"1,064","1,506","1,903","1,825","2,067","2,573","2,321","2,803","2,820","2,886","2,962","2,927","2,799","2,900","3,613","4,121","4,552",831,397,"2,675",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,1.20,376-1.20,,,,Air,,Thousands,,,"1,678","1,612","1,561","1,553","1,827","1,955","1,060",778,972,"1,339","1,653","1,568","1,747","2,114","1,963","2,313","2,438","2,482","2,580","2,528","2,509","2,623","3,205","3,634","3,968",740,381,"2,450",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,1.21,376-1.21,,,,Water,,Thousands,,,22,17,19,16,18,16,6,3,4,5,5,2,1,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,1.22,376-1.22,,,,Land,,Thousands,2/,,515,471,430,373,468,446,130,80,88,162,245,255,319,458,358,490,382,404,381,399,290,277,408,486,583,92,16,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,0,380-0,ITALY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ 1/ Excluding seasonal and border workers. Border survey of the ""Banca d'Italia"".",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
